BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is www.w3.org/1999/02/22--syntax-ns# Datatype
BINARY is string Datatype
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY Characteristics HOIP/ Transitive
BINARY Domain HOIP/ BFO_0000015
BINARY Range HOIP/ BFO_0000015
BINARY is HOIP_0000076 HOIP/
BINARY is HOIP/ ObjectProperty
BINARY Characteristics HOIP/ Transitive
BINARY Domain HOIP/ BFO_0000015
BINARY Range HOIP/ BFO_0000015
BINARY is HOIP_0000069 HOIP/
BINARY is HOIP/ ObjectProperty
BINARY Characteristics HOIP/ Transitive
BINARY Domain HOIP/ BFO_0000015
BINARY Range HOIP/ BFO_0000019
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY SubPropertyOf HOIP/ RO_0002012
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY SubPropertyOf HOIP/ RO_0000057
BINARY Domain HOIP/ BFO_0000003
BINARY Range HOIP/ BFO_0000002
BINARY is HOIP_0001896 HOIP/
BINARY is HOIP/ ObjectProperty
BINARY Domain HOIP/ BFO_0000015
BINARY is HOIP_0001503 HOIP/
BINARY is HOIP/ ObjectProperty
BINARY is HOIP_0001868 HOIP/
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY SubPropertyOf HOIP/ RO_0002012
BINARY is HOIP/ ObjectProperty
BINARY Domain HOIP/ BFO_0000015
BINARY Range HOIP/ DOID_4
BINARY is HOIP/ ObjectProperty
BINARY is HOIP_0000531 HOIP/
BINARY Domain HOIP_0000531 BFO_0000015
BINARY Range HOIP_0000531 SYMP_0000462
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY Domain HOIP/ BFO_0000015
BINARY Range HOIP/ UBERON_0001062
BINARY is HOIP/ ObjectProperty
BINARY is HOIP/ ObjectProperty
BINARY is BFO_0000050 ObjectProperty
BINARY is BFO_0000051 ObjectProperty
BINARY is BFO_0000055 ObjectProperty
BINARY Domain BFO_0000055 BFO_0000015
BINARY Range BFO_0000055 BFO_0000017
