BINARY is integer Datatype
BINARY is MOSAIC_00000006 ObjectProperty
BINARY Domain MOSAIC_00000006 MOSAIC_00000001
BINARY Range MOSAIC_00000006 MOSAIC_00000003
BINARY InverseOf MOSAIC_00000006 MOSAIC_00000007
BINARY is MOSAIC_00000007 ObjectProperty
BINARY InverseOf MOSAIC_00000007 MOSAIC_00000006
BINARY is MOSAIC_00002204 ObjectProperty
BINARY Domain MOSAIC_00002204 MOSAIC_00000001
BINARY Range MOSAIC_00002204 Event
BINARY InverseOf MOSAIC_00002204 MOSAIC_00002205
BINARY is MOSAIC_00002205 ObjectProperty
BINARY InverseOf MOSAIC_00002205 MOSAIC_00002204
BINARY is MOSAIC_00002206 ObjectProperty
BINARY Domain MOSAIC_00002206 MOSAIC_00000041
BINARY Range MOSAIC_00002206 MOSAIC_00000040
BINARY InverseOf MOSAIC_00002206 MOSAIC_00011182
BINARY is MOSAIC_00002250 ObjectProperty
BINARY Domain MOSAIC_00002250 Event
BINARY Range MOSAIC_00002250 MOSAIC_00000040
BINARY is MOSAIC_00011182 ObjectProperty
BINARY InverseOf MOSAIC_00011182 MOSAIC_00002206
BINARY is MOSAIC_00012001 ObjectProperty
BINARY Domain MOSAIC_00012001 MOSAIC_00000028
BINARY is hosts ObjectProperty
BINARY Domain hosts MOSAIC_00000001
BINARY Range hosts Event
BINARY InverseOf hosts isHostedBy
BINARY is isHostedBy ObjectProperty
BINARY InverseOf isHostedBy hosts
BINARY is deployedSystem ObjectProperty
BINARY Domain deployedSystem Event
BINARY Range deployedSystem MOSAIC_00000040
BINARY InverseOf deployedSystem hasDeployment
BINARY is hasDeployment ObjectProperty
BINARY InverseOf hasDeployment deployedSystem
BINARY is MOSAIC_00002200 DataProperty
BINARY Domain MOSAIC_00002200 MOSAIC_00000041
BINARY Range MOSAIC_00002200 integer
BINARY is MOSAIC_00000001 Class
BINARY SubClassOf MOSAIC_00000001 MOSAIC_00012000
BINARY is MOSAIC_00000002 Class
BINARY is MOSAIC_00000003 Class
BINARY SubClassOf MOSAIC_00000003 MOSAIC_00000002,
BINARY SubClassOf MOSAIC_00000003 MOSAIC_00012000,
BINARY SubClassOf MOSAIC_00000003 Person
BINARY is MOSAIC_00000028 Class
BINARY SubClassOf MOSAIC_00000028 MOSAIC_00012000
BINARY is MOSAIC_00000036 Class
BINARY SubClassOf MOSAIC_00000036 MOSAIC_00012000
BINARY is MOSAIC_00000040 Class
BINARY SubClassOf MOSAIC_00000040 MOSAIC_00012000
BINARY is MOSAIC_00000041 Class
BINARY SubClassOf MOSAIC_00000041 MOSAIC_00012000
BINARY is MOSAIC_00000252 Class
BINARY SubClassOf MOSAIC_00000252 MOSAIC_00000036
BINARY is MOSAIC_00000253 Class
BINARY SubClassOf MOSAIC_00000253 MOSAIC_00000036
BINARY is MOSAIC_00000254 Class
BINARY SubClassOf MOSAIC_00000254 MOSAIC_00000036
BINARY is MOSAIC_00000255 Class
BINARY SubClassOf MOSAIC_00000255 MOSAIC_00000036
BINARY is MOSAIC_00000256 Class
BINARY SubClassOf MOSAIC_00000256 MOSAIC_00000036
BINARY is MOSAIC_00000257 Class
BINARY SubClassOf MOSAIC_00000257 MOSAIC_00000036
BINARY is MOSAIC_00000258 Class
BINARY SubClassOf MOSAIC_00000258 MOSAIC_00000036
BINARY is MOSAIC_00000259 Class
BINARY SubClassOf MOSAIC_00000259 MOSAIC_00000036
BINARY is MOSAIC_00000795 Class
BINARY SubClassOf MOSAIC_00000795 MOSAIC_00000036
BINARY is MOSAIC_00000796 Class
BINARY SubClassOf MOSAIC_00000796 MOSAIC_00000036
BINARY is MOSAIC_00000797 Class
BINARY SubClassOf MOSAIC_00000797 MOSAIC_00000036
BINARY is MOSAIC_00000798 Class
BINARY SubClassOf MOSAIC_00000798 MOSAIC_00000036
BINARY is MOSAIC_00000799 Class
BINARY SubClassOf MOSAIC_00000799 MOSAIC_00000036
BINARY is MOSAIC_00000800 Class
BINARY SubClassOf MOSAIC_00000800 MOSAIC_00000036
BINARY is MOSAIC_00000801 Class
BINARY SubClassOf MOSAIC_00000801 MOSAIC_00000036
BINARY is MOSAIC_00000802 Class
BINARY SubClassOf MOSAIC_00000802 MOSAIC_00000036
BINARY is MOSAIC_00000803 Class
BINARY SubClassOf MOSAIC_00000803 MOSAIC_00000036
BINARY is MOSAIC_00000804 Class
BINARY SubClassOf MOSAIC_00000804 MOSAIC_00000036
BINARY is MOSAIC_00000805 Class
BINARY SubClassOf MOSAIC_00000805 MOSAIC_00000036
BINARY is MOSAIC_00000806 Class
BINARY SubClassOf MOSAIC_00000806 MOSAIC_00000036
BINARY is MOSAIC_00000807 Class
BINARY SubClassOf MOSAIC_00000807 MOSAIC_00000036
BINARY is MOSAIC_00000808 Class
BINARY SubClassOf MOSAIC_00000808 MOSAIC_00000036
BINARY is MOSAIC_00000809 Class
BINARY SubClassOf MOSAIC_00000809 MOSAIC_00000036
BINARY is MOSAIC_00000810 Class
BINARY SubClassOf MOSAIC_00000810 MOSAIC_00000036
BINARY is MOSAIC_00000811 Class
BINARY SubClassOf MOSAIC_00000811 MOSAIC_00000036
BINARY is MOSAIC_00000812 Class
BINARY SubClassOf MOSAIC_00000812 MOSAIC_00000036
BINARY is MOSAIC_00000813 Class
BINARY SubClassOf MOSAIC_00000813 MOSAIC_00000036
BINARY is MOSAIC_00000814 Class
BINARY SubClassOf MOSAIC_00000814 MOSAIC_00000036
BINARY is MOSAIC_00000815 Class
BINARY SubClassOf MOSAIC_00000815 MOSAIC_00000036
BINARY is MOSAIC_00000816 Class
BINARY SubClassOf MOSAIC_00000816 MOSAIC_00000036
BINARY is MOSAIC_00000817 Class
BINARY SubClassOf MOSAIC_00000817 MOSAIC_00000036
BINARY is MOSAIC_00000818 Class
BINARY SubClassOf MOSAIC_00000818 MOSAIC_00000036
BINARY is MOSAIC_00000819 Class
BINARY SubClassOf MOSAIC_00000819 MOSAIC_00000036,
BINARY SubClassOf MOSAIC_00000819 MOSAIC_00011184
BINARY is MOSAIC_00000820 Class
BINARY SubClassOf MOSAIC_00000820 MOSAIC_00000036
BINARY is MOSAIC_00000821 Class
BINARY SubClassOf MOSAIC_00000821 MOSAIC_00000036
BINARY is MOSAIC_00000822 Class
BINARY SubClassOf MOSAIC_00000822 MOSAIC_00000036
BINARY is MOSAIC_00000823 Class
BINARY SubClassOf MOSAIC_00000823 MOSAIC_00000036
BINARY is MOSAIC_00000824 Class
BINARY SubClassOf MOSAIC_00000824 MOSAIC_00000036
BINARY is MOSAIC_00000825 Class
BINARY SubClassOf MOSAIC_00000825 MOSAIC_00000036
BINARY is MOSAIC_00000826 Class
BINARY SubClassOf MOSAIC_00000826 MOSAIC_00000036
BINARY is MOSAIC_00000827 Class
BINARY SubClassOf MOSAIC_00000827 MOSAIC_00000036
BINARY is MOSAIC_00000828 Class
BINARY SubClassOf MOSAIC_00000828 MOSAIC_00000036
BINARY is MOSAIC_00000829 Class
BINARY SubClassOf MOSAIC_00000829 MOSAIC_00000036
BINARY is MOSAIC_00000830 Class
BINARY SubClassOf MOSAIC_00000830 MOSAIC_00000036
BINARY is MOSAIC_00000831 Class
BINARY SubClassOf MOSAIC_00000831 MOSAIC_00000036
BINARY is MOSAIC_00000832 Class
BINARY SubClassOf MOSAIC_00000832 MOSAIC_00000036
BINARY is MOSAIC_00000833 Class
BINARY SubClassOf MOSAIC_00000833 MOSAIC_00000036
BINARY is MOSAIC_00000834 Class
BINARY SubClassOf MOSAIC_00000834 MOSAIC_00000036
BINARY is MOSAIC_00000835 Class
BINARY SubClassOf MOSAIC_00000835 MOSAIC_00000036
BINARY is MOSAIC_00000836 Class
BINARY SubClassOf MOSAIC_00000836 MOSAIC_00000036
BINARY is MOSAIC_00000837 Class
BINARY SubClassOf MOSAIC_00000837 MOSAIC_00000036
BINARY is MOSAIC_00000838 Class
BINARY SubClassOf MOSAIC_00000838 MOSAIC_00000036
BINARY is MOSAIC_00000839 Class
BINARY SubClassOf MOSAIC_00000839 MOSAIC_00000036
BINARY is MOSAIC_00000840 Class
BINARY SubClassOf MOSAIC_00000840 MOSAIC_00000036
BINARY is MOSAIC_00000841 Class
BINARY SubClassOf MOSAIC_00000841 MOSAIC_00000036
BINARY is MOSAIC_00000842 Class
BINARY SubClassOf MOSAIC_00000842 MOSAIC_00000036
