BINARY is string Datatype
BINARY is Has_Degree_of_Objectivity_Type ObjectProperty
BINARY is Has_Type_Style ObjectProperty
BINARY is Include ObjectProperty
BINARY Domain Include Persistence
BINARY Range Include P1_Iniciation_or_P2_Implementation
BINARY InverseOf Include Included_by
BINARY is Included_by ObjectProperty
BINARY InverseOf Included_by Include
BINARY is It_is_Kind_of ObjectProperty
BINARY is Indirect Direct/
BINARY Range Indirect Indicators
BINARY is It_is_Kind_of_Objectivity ObjectProperty
BINARY Domain It_is_Kind_of_Objectivity Degree_of_Objectivity
BINARY Range It_is_Kind_of_Objectivity Indicators
BINARY is It_is_Type_Presence_of ObjectProperty
BINARY Domain It_is_Type_Presence_of Face-to-face,
BINARY Domain It_is_Type_Presence_of Non_Face-to-face
BINARY Range It_is_Type_Presence_of Indicators
BINARY is Validation DataProperty
BINARY is ARMS Class
BINARY SubClassOf ARMS Questionnaries_and_scales
BINARY is ASRQ Class
BINARY SubClassOf ASRQ Questionnaries_and_scales
BINARY is A_Anticipate_and_delineate_problems Class
BINARY DisjointWith A_Anticipate_and_delineate_problems Professionals
BINARY is Achieved_therapy Class
BINARY SubClassOf Achieved_therapy Indicators,
BINARY SubClassOf Achieved_therapy Has_Type_Style_only_Indirect
BINARY is Adaptation Class
BINARY SubClassOf Adaptation Therapeutic_optimization
BINARY is Adherence Class
BINARY is Adherence_improve Class
BINARY SubClassOf Adherence_improve Therapeutic_optimization
BINARY is Age Class
BINARY SubClassOf Age Population_data,
BINARY SubClassOf Age Social-demographic
BINARY is Agreement Class
BINARY SubClassOf Agreement Pattern
BINARY DisjointWith Agreement Physicians
BINARY DisjointWith Agreement Patient
BINARY DisjointWith Agreement P1_Iniciation
BINARY DisjointWith Agreement Dietitians
BINARY DisjointWith Agreement Data_analisys_derived_patterns
BINARY DisjointWith Agreement C_Agree_action_plan
BINARY is Alcoholism Class
BINARY SubClassOf Alcoholism Condition
BINARY is Anxiety Class
BINARY SubClassOf Anxiety Patient
BINARY is Appearance_of_Packaging Class
BINARY SubClassOf Appearance_of_Packaging Therapeutics
BINARY is Appropriateness_to_treatment Class
BINARY SubClassOf Appropriateness_to_treatment Interventions
BINARY is Apps Class
BINARY SubClassOf Apps Electronic_device,
BINARY SubClassOf Apps Has_Type_Style_only_Indirect
BINARY is Autoevaluations Class
BINARY is Availability_of_Effective_Treatments Class
BINARY SubClassOf Availability_of_Effective_Treatments Disease
BINARY is BBQ Class
BINARY SubClassOf BBQ Questionnaries_and_scales
BINARY is BMQ Class
BINARY SubClassOf BMQ Questionnaries_and_scales
BINARY is B_Define_goals_and_objectives Class
BINARY DisjointWith B_Define_goals_and_objectives Physicians
BINARY DisjointWith B_Define_goals_and_objectives Dietitians
BINARY is Batalla Class
BINARY SubClassOf Batalla Questionnaries_and_scales
BINARY is Biological Class
BINARY SubClassOf Biological Indicators,
BINARY SubClassOf Biological Has_Type_Style_only_Direct
BINARY is Biological_markers Class
BINARY SubClassOf Biological_markers Biological,
BINARY SubClassOf Biological_markers Has_Type_Style_only_Direct
BINARY is Blood Class
BINARY SubClassOf Blood Biological,
BINARY SubClassOf Blood Has_Type_Style_only_Direct
BINARY is Bogus_Pipeline Class
BINARY SubClassOf Bogus_Pipeline Questionnaries_and_scales
BINARY is CMA Class
BINARY SubClassOf CMA Supply_Compliance_Measures
BINARY is CMG Class
BINARY SubClassOf CMG Supply_Compliance_Measures
BINARY is CSA Class
BINARY SubClassOf CSA Supply_Compliance_Measures
BINARY is CSG Class
BINARY SubClassOf CSG Supply_Compliance_Measures
BINARY is C_Agree_action_plan Class
BINARY DisjointWith C_Agree_action_plan Therapeutic_optimization
BINARY DisjointWith C_Agree_action_plan STOPP_START_criteria
BINARY DisjointWith C_Agree_action_plan STOPPFrail_criteria
BINARY DisjointWith C_Agree_action_plan Professionals
BINARY DisjointWith C_Agree_action_plan Disease
BINARY DisjointWith C_Agree_action_plan Agreement
BINARY is Changing_Environment Class
BINARY SubClassOf Changing_Environment Social-economics
BINARY is Changing_Treatment Class
BINARY SubClassOf Changing_Treatment Therapeutics
BINARY is Clinical_consequences Class
BINARY SubClassOf Clinical_consequences Consequences
BINARY is Cognitive_Impairment Class
BINARY SubClassOf Cognitive_Impairment Patient
BINARY is Cognitive_distortion Class
BINARY SubClassOf Cognitive_distortion Condition
BINARY is Comorbidity Class
BINARY SubClassOf Comorbidity Condition,
BINARY SubClassOf Comorbidity Contraindication,
BINARY SubClassOf Comorbidity Therapeitic_indication
BINARY is Compartment_Device Class
BINARY SubClassOf Compartment_Device Count,
BINARY SubClassOf Compartment_Device Has_Type_Style_only_Indirect
BINARY is Conciliation Class
BINARY SubClassOf Conciliation Therapeutic_optimization
BINARY DisjointWith Conciliation Data_analisys_derived_patterns
BINARY DisjointWith Conciliation D_Document
BINARY is Condition Class
BINARY SubClassOf Condition Influencing_factors
BINARY is Consequences Class
BINARY SubClassOf Consequences Medication_adherence
BINARY is Container Class
BINARY SubClassOf Container Electronic_device,
BINARY SubClassOf Container Has_Type_Style_only_Indirect
BINARY is Continuation Class
BINARY equiv Continuation Continuous_or_Discontinuous
BINARY SubClassOf Continuation Indicator_types
BINARY is Continuous Class
BINARY SubClassOf Continuous Continuation
BINARY is Contraindication Class
BINARY SubClassOf Contraindication Medication_clinical_details
BINARY is Count Class
BINARY SubClassOf Count Indicators,
BINARY SubClassOf Count Has_Degree_of_Objectivity_Type_only_Objective,
BINARY SubClassOf Count Has_Type_Style_only_Indirect
BINARY is D_Document Class
BINARY DisjointWith D_Document Data_analisys_derived_patterns
BINARY DisjointWith D_Document Conciliation
BINARY is Daily Class
BINARY SubClassOf Daily Autoevaluations,
BINARY SubClassOf Daily Has_Type_Style_only_Indirect
BINARY is Daily_Medications Class
BINARY SubClassOf Daily_Medications Therapeutics
BINARY is Data_analisys_derived_patterns Class
BINARY SubClassOf Data_analisys_derived_patterns Indicators
BINARY DisjointWith Data_analisys_derived_patterns D_Document
BINARY DisjointWith Data_analisys_derived_patterns Conciliation
BINARY DisjointWith Data_analisys_derived_patterns Agreement
BINARY is Degree_of_Disability Class
BINARY SubClassOf Degree_of_Disability Disease
BINARY is Degree_of_Objectivity Class
BINARY equiv Degree_of_Objectivity Objective_or_Subjective
BINARY SubClassOf Degree_of_Objectivity Indicator_types
BINARY is Despair Class
BINARY SubClassOf Despair Patient
BINARY is Dichotomous_Variable Class
BINARY SubClassOf Dichotomous_Variable Supply_Compliance_Measures
BINARY is Diet_adherence Class
BINARY DisjointWith Diet_adherence Medication_adherence
BINARY is Dietitians Class
BINARY SubClassOf Dietitians Professionals
BINARY DisjointWith Dietitians B_Define_goals_and_objectives
BINARY DisjointWith Dietitians Agreement
BINARY is Difficulty_Swallowing Class
