BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is encodes ObjectProperty
BINARY is Class_II_Pseudo Class
BINARY is DR51 Class
BINARY SubClassOf DR51 HLA-DRB5,
BINARY SubClassOf DR51 encodes_some_DR51_Chain
BINARY is DR51_Chain Class
BINARY is DR52 Class
BINARY SubClassOf DR52 HLA-DRB3,
BINARY SubClassOf DR52 encodes_some_DR52_Chain
BINARY is DR52_Chain Class
BINARY is DR53 Class
BINARY SubClassOf DR53 HLA-DRB4,
BINARY SubClassOf DR53 encodes_some_DR53_Chain
BINARY is DR53_Chain Class
BINARY is DRA_01 Class
BINARY SubClassOf DRA_01 HLA-DRA,
BINARY SubClassOf DRA_01 encodes_some_DRA_01_Chain,
BINARY SubClassOf DRA_01 encodes_only_(encodes_some_DRB3_0302_Chain)
BINARY is DRA_0101 Class
BINARY SubClassOf DRA_0101 DRA_01,
BINARY SubClassOf DRA_0101 encodes_some_DRA_0101_Chain
BINARY is DRA_0101_Chain Class
BINARY is DRA_0102 Class
BINARY SubClassOf DRA_0102 DRA_01,
BINARY SubClassOf DRA_0102 encodes_some_DRA_0102_Chain
BINARY is DRA_010201 Class
BINARY SubClassOf DRA_010201 DRA_0102
BINARY is DRA_010202 Class
BINARY SubClassOf DRA_010202 DRA_0102
BINARY is DRA_0102_Chain Class
BINARY is DRA_01_Chain Class
BINARY DisjointWith DRA_01_Chain encodes_some_DRB3_0302_Chain
BINARY is DRB2_01 Class
BINARY SubClassOf DRB2_01 HLA-DRB2,
BINARY SubClassOf DRB2_01 encodes_some_DRB2_01_Chain
BINARY is DRB2_0101 Class
BINARY SubClassOf DRB2_0101 DRB2_01,
BINARY SubClassOf DRB2_0101 encodes_some_DRB2_0101_Chain
BINARY is DRB2_0101_Chain Class
BINARY is DRB2_01_Chain Class
BINARY is DRB3_01 Class
BINARY SubClassOf DRB3_01 HLA-DRB3,
BINARY SubClassOf DRB3_01 encodes_some_DRB3_01_Chain
BINARY is DRB3_0101 Class
BINARY SubClassOf DRB3_0101 DR52,
BINARY SubClassOf DRB3_0101 DRB3_01,
