BINARY is RO_0002211 ObjectProperty
BINARY is MTHU000002 Class
BINARY SubClassOf MTHU000002 MTHU000224
BINARY is MTHU000003 Class
BINARY is MTHU000004 Class
BINARY SubClassOf MTHU000004 MTHU000003
BINARY is MTHU000006 Class
BINARY SubClassOf MTHU000006 MTHU000004
BINARY is MTHU000013 Class
BINARY SubClassOf MTHU000013 MTHU000004,
BINARY SubClassOf MTHU000013 MTHU001616
BINARY is MTHU000014 Class
BINARY SubClassOf MTHU000014 MTHU000220
BINARY is MTHU000015 Class
BINARY is MTHU000019 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000020 Class
BINARY SubClassOf MTHU000020 MTHU000019
BINARY is MTHU000022 Class
BINARY SubClassOf MTHU000022 MTHU000020
BINARY is MTHU000023 Class
BINARY SubClassOf MTHU000023 MTHU000020
BINARY is MTHU000025 Class
BINARY is MTHU000026 Class
BINARY SubClassOf MTHU000026 MTHU000025
BINARY is MTHU000027 Class
BINARY SubClassOf MTHU000027 MTHU000026
BINARY is MTHU000028 Class
BINARY SubClassOf MTHU000028 MTHU000026
BINARY is MTHU000029 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000030 Class
BINARY SubClassOf MTHU000030 MTHU000029
BINARY is MTHU000031 Class
BINARY SubClassOf MTHU000031 MTHU000029
BINARY is MTHU000032 Class
BINARY SubClassOf MTHU000032 MTHU000029
BINARY is MTHU000034 Class
BINARY SubClassOf MTHU000034 MTHU000029
BINARY is MTHU000036 Class
BINARY SubClassOf MTHU000036 MTHU000034
BINARY is MTHU000037 Class
BINARY SubClassOf MTHU000037 MTHU000029
BINARY is MTHU000038 Class
BINARY SubClassOf MTHU000038 MTHU000040
BINARY is MTHU000040 Class
BINARY SubClassOf MTHU000040 MTHU000029
BINARY is MTHU000041 Class
BINARY SubClassOf MTHU000041 MTHU000040
BINARY is MTHU000042 Class
BINARY SubClassOf MTHU000042 MTHU000040
BINARY is MTHU000044 Class
BINARY SubClassOf MTHU000044 MTHU000029
BINARY is MTHU000046 Class
BINARY is MTHU000047 Class
BINARY is MTHU000048 Class
BINARY SubClassOf MTHU000048 MTHU000050
BINARY is MTHU000050 Class
BINARY SubClassOf MTHU000050 MTHU000046
BINARY is MTHU000051 Class
BINARY SubClassOf MTHU000051 MTHU000050
BINARY is MTHU000052 Class
BINARY SubClassOf MTHU000052 MTHU000019
BINARY is MTHU000054 Class
BINARY SubClassOf MTHU000054 MTHU000020
BINARY is MTHU000055 Class
BINARY SubClassOf MTHU000055 MTHU000019
BINARY is MTHU000057 Class
BINARY is MTHU000063 Class
BINARY is MTHU000065 Class
BINARY is MTHU000066 Class
BINARY SubClassOf MTHU000066 MTHU008596
BINARY is MTHU000067 Class
BINARY is MTHU000068 Class
BINARY SubClassOf MTHU000068 MTHU000104
BINARY is MTHU000069 Class
BINARY SubClassOf MTHU000069 MTHU000209
BINARY is MTHU000070 Class
BINARY SubClassOf MTHU000070 MTHU000067
BINARY is MTHU000072 Class
BINARY SubClassOf MTHU000072 MTHU000029
BINARY is MTHU000073 Class
BINARY SubClassOf MTHU000073 MTHU000040,
BINARY SubClassOf MTHU000073 MTHU000072,
BINARY SubClassOf MTHU000073 MTHU000075
BINARY is MTHU000074 Class
BINARY SubClassOf MTHU000074 MTHU000072
BINARY is MTHU000075 Class
BINARY SubClassOf MTHU000075 MTHU000029
BINARY is MTHU000077 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000078 Class
BINARY SubClassOf MTHU000078 MTHU000077
BINARY is MTHU000080 Class
BINARY SubClassOf MTHU000080 MTHU000046
BINARY is MTHU000081 Class
BINARY SubClassOf MTHU000081 MTHU000050,
BINARY SubClassOf MTHU000081 MTHU000080
BINARY is MTHU000083 Class
BINARY is MTHU000086 Class
BINARY SubClassOf MTHU000086 MTHU000019
BINARY is MTHU000088 Class
BINARY SubClassOf MTHU000088 MTHU000072
BINARY is MTHU000089 Class
BINARY SubClassOf MTHU000089 MTHU000019
BINARY is MTHU000090 Class
BINARY SubClassOf MTHU000090 MTHU000086,
BINARY SubClassOf MTHU000090 MTHU000089
BINARY is MTHU000091 Class
BINARY SubClassOf MTHU000091 MTHU000089
BINARY is MTHU000094 Class
BINARY SubClassOf MTHU000094 MTHU000020,
BINARY SubClassOf MTHU000094 MTHU000089
BINARY is MTHU000102 Class
BINARY is MTHU000104 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000106 Class
BINARY SubClassOf MTHU000106 MTHU000104
BINARY is MTHU000109 Class
BINARY is MTHU000110 Class
BINARY SubClassOf MTHU000110 MTHU000109
BINARY is MTHU000111 Class
BINARY SubClassOf MTHU000111 MTHU000110
BINARY is MTHU000112 Class
BINARY SubClassOf MTHU000112 MTHU000110
BINARY is MTHU000113 Class
BINARY is MTHU000114 Class
BINARY SubClassOf MTHU000114 MTHU000113
BINARY is MTHU000118 Class
BINARY SubClassOf MTHU000118 MTHU000020
BINARY is MTHU000119 Class
BINARY SubClassOf MTHU000119 MTHU000019
BINARY is MTHU000122 Class
BINARY SubClassOf MTHU000122 MTHU000019
BINARY is MTHU000126 Class
BINARY is MTHU000130 Class
BINARY SubClassOf MTHU000130 MTHU000126
BINARY is MTHU000131 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000132 Class
BINARY SubClassOf MTHU000132 MTHU000131
BINARY is MTHU000139 Class
BINARY is MTHU000144 Class
BINARY SubClassOf MTHU000144 MTHU000050
BINARY is MTHU000145 Class
BINARY SubClassOf MTHU000145 MTHU000050,
BINARY SubClassOf MTHU000145 MTHU000080
BINARY is MTHU000146 Class
BINARY SubClassOf MTHU000146 MTHU000020
BINARY is MTHU000151 Class
BINARY SubClassOf MTHU000151 MTHU000089
BINARY is MTHU000152 Class
BINARY SubClassOf MTHU000152 MTHU000020,
BINARY SubClassOf MTHU000152 MTHU000052
BINARY is MTHU000153 Class
BINARY SubClassOf MTHU000153 MTHU000020
BINARY is MTHU000155 Class
BINARY SubClassOf MTHU000155 MTHU000020
BINARY is MTHU000159 Class
BINARY SubClassOf MTHU000159 MTHU000004,
BINARY SubClassOf MTHU000159 MTHU000176
BINARY is MTHU000166 Class
BINARY SubClassOf MTHU000166 MTHU000080
BINARY is MTHU000176 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000177 Class
BINARY SubClassOf MTHU000177 MTHU000176,
BINARY SubClassOf MTHU000177 MTHU000224
BINARY is MTHU000179 Class
BINARY SubClassOf MTHU000179 MTHU000020
BINARY is MTHU000180 Class
BINARY SubClassOf MTHU000180 MTHU000020
BINARY is MTHU000181 Class
BINARY SubClassOf MTHU000181 MTHU000020
BINARY is MTHU000182 Class
BINARY SubClassOf MTHU000182 MTHU000020
BINARY is MTHU000183 Class
BINARY SubClassOf MTHU000183 MTHU000020
BINARY is MTHU000185 Class
BINARY SubClassOf MTHU000185 MTHU000080
BINARY is MTHU000187 Class
BINARY SubClassOf MTHU000187 MTHU000040
BINARY is MTHU000188 Class
BINARY SubClassOf MTHU000188 MTHU000040
BINARY is MTHU000189 Class
BINARY SubClassOf MTHU000189 MTHU000040,
BINARY SubClassOf MTHU000189 MTHU000072,
BINARY SubClassOf MTHU000189 MTHU000075
BINARY is MTHU000190 Class
BINARY SubClassOf MTHU000190 MTHU000077
BINARY is MTHU000191 Class
BINARY SubClassOf MTHU000191 MTHU000190
BINARY is MTHU000202 Class
BINARY SubClassOf MTHU000202 MTHU000029,
BINARY SubClassOf MTHU000202 MTHU000040
BINARY is MTHU000209 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000210 Class
BINARY SubClassOf MTHU000210 MTHU000209
BINARY is MTHU000211 Class
BINARY SubClassOf MTHU000211 MTHU000209
BINARY is MTHU000212 Class
