BINARY is fbcv# ObjectProperty
BINARY is BFO_0000023 Class
BINARY is FBcv_0000003 Class
BINARY is FBcv_0000033 Class
BINARY is FBcv_0000161 Class
BINARY is FBcv_0000162 Class
BINARY SubClassOf FBcv_0000162 FBcv_0000161
BINARY is FBcv_0000179 Class
BINARY is FBcv_0000180 Class
BINARY is FBcv_0000183 Class
BINARY is FBcv_0000185 Class
BINARY is FBcv_0000186 Class
BINARY is FBcv_0000192 Class
BINARY SubClassOf FBcv_0000192 FBcv_0000194
BINARY is FBcv_0000194 Class
BINARY is FBcv_0000202 Class
BINARY SubClassOf FBcv_0000202 FBcv_0000789
BINARY is FBcv_0000205 Class
BINARY SubClassOf FBcv_0000205 FBcv_0000194
BINARY is FBcv_0000206 Class
BINARY is FBcv_0000208 Class
BINARY is FBcv_0000211 Class
BINARY SubClassOf FBcv_0000211 FBcv_0000194
BINARY is FBcv_0000225 Class
BINARY is FBcv_0000226 Class
BINARY is FBcv_0000230 Class
BINARY is FBcv_0000232 Class
BINARY is FBcv_0000286 Class
BINARY is FBcv_0000288 Class
BINARY SubClassOf FBcv_0000288 FBcv_0000688
BINARY is FBcv_0000289 Class
BINARY is FBcv_0000290 Class
BINARY SubClassOf FBcv_0000290 FBcv_0000286
BINARY is FBcv_0000291 Class
BINARY SubClassOf FBcv_0000291 FBcv_0000697
BINARY is FBcv_0000292 Class
BINARY SubClassOf FBcv_0000292 FBcv_0000695
BINARY is FBcv_0000293 Class
BINARY SubClassOf FBcv_0000293 FBcv_0000696
BINARY is FBcv_0000297 Class
BINARY is FBcv_0000308 Class
BINARY is FBcv_0000310 Class
BINARY is FBcv_0000311 Class
BINARY is FBcv_0000312 Class
BINARY is FBcv_0000336 Class
BINARY is FBcv_0000399 Class
BINARY is FBcv_0000437 Class
BINARY is FBcv_0000454 Class
BINARY is FBcv_0000460 Class
BINARY is FBcv_0000506 Class
BINARY is FBcv_0000508 Class
BINARY SubClassOf FBcv_0000508 FBcv_0000506
BINARY is FBcv_0000536 Class
BINARY is FBcv_0000561 Class
BINARY is FBcv_0000610 Class
BINARY is FBcv_0000618 Class
BINARY is FBcv_0000629 Class
BINARY is FBcv_0000630 Class
BINARY is FBcv_0000635 Class
BINARY is FBcv_0000640 Class
BINARY is FBcv_0000643 Class
BINARY is FBcv_0000655 Class
BINARY is FBcv_0000660 Class
BINARY is FBcv_0000688 Class
BINARY is FBcv_0000689 Class
BINARY is FBcv_0000691 Class
BINARY is FBcv_0000692 Class
BINARY SubClassOf FBcv_0000692 FBcv_0000697
BINARY is FBcv_0000693 Class
BINARY SubClassOf FBcv_0000693 FBcv_0000696
BINARY is FBcv_0000694 Class
BINARY SubClassOf FBcv_0000694 FBcv_0000695
BINARY is FBcv_0000695 Class
BINARY SubClassOf FBcv_0000695 FBcv_0000290
BINARY is FBcv_0000696 Class
BINARY SubClassOf FBcv_0000696 FBcv_0000290
BINARY is FBcv_0000697 Class
BINARY SubClassOf FBcv_0000697 FBcv_0000290
BINARY is FBcv_0000722 Class
BINARY is FBcv_0000730 Class
BINARY SubClassOf FBcv_0000730 FBcv_0000308
BINARY is FBcv_0000737 Class
BINARY SubClassOf FBcv_0000737 FBcv_0000288
BINARY is FBcv_0000739 Class
BINARY is FBcv_0000740 Class
BINARY is conditionality_some_FBcv_0000312) FBcv_0000288_and_(fbcv#
BINARY SubClassOf conditionality_some_FBcv_0000312) FBcv_0000288,
BINARY SubClassOf conditionality_some_FBcv_0000312) FBcv_0000737,
BINARY SubClassOf conditionality_some_FBcv_0000312) FBcv_0001003
BINARY is FBcv_0000741 Class
BINARY SubClassOf FBcv_0000741 FBcv_0000288
BINARY is FBcv_0000742 Class
BINARY SubClassOf FBcv_0000742 FBcv_0000744
BINARY is FBcv_0000743 Class
BINARY SubClassOf FBcv_0000743 FBcv_0000744
BINARY is FBcv_0000744 Class
BINARY is conditionality_some_FBcv_0000310) FBcv_0000689_and_(fbcv#
BINARY SubClassOf conditionality_some_FBcv_0000310) FBcv_0000689,
BINARY SubClassOf conditionality_some_FBcv_0000310) FBcv_0000739
BINARY is FBcv_0000748 Class
BINARY SubClassOf FBcv_0000748 FBcv_0000290
BINARY is FBcv_0000749 Class
BINARY SubClassOf FBcv_0000749 FBcv_0000290
BINARY is FBcv_0000750 Class
BINARY SubClassOf FBcv_0000750 FBcv_0000290
BINARY is FBcv_0000752 Class
BINARY is FBcv_0000753 Class
BINARY is FBcv_0000754 Class
BINARY is FBcv_0000755 Class
BINARY is conditionality_some_FBcv_0000312) FBcv_0000289_and_(fbcv#
BINARY SubClassOf conditionality_some_FBcv_0000312) FBcv_0000289,
