BINARY is EVENT_part_of ObjectProperty
BINARY is IEV_0000000 Class
BINARY equiv IEV_0000000 IEV_0000001
BINARY SubClassOf IEV_0000000 Pathway_Terminology_System
BINARY DisjointWith IEV_0000000 IEV_0000001
BINARY is IEV_0000001 Class
BINARY equiv IEV_0000001 IEV_0000000
BINARY DisjointWith IEV_0000001 IEV_0000000
BINARY is IEV_0000003 Class
BINARY SubClassOf IEV_0000003 IEV_0000000
BINARY is IEV_0000004 Class
BINARY SubClassOf IEV_0000004 IEV_0001886
BINARY is IEV_0000006 Class
BINARY SubClassOf IEV_0000006 IEV_0001886
BINARY is IEV_0000007 Class
BINARY SubClassOf IEV_0000007 IEV_0001886
BINARY is IEV_0000008 Class
BINARY SubClassOf IEV_0000008 IEV_0001886
BINARY is IEV_0000009 Class
BINARY SubClassOf IEV_0000009 IEV_0001886
BINARY is IEV_0000014 Class
BINARY SubClassOf IEV_0000014 IEV_0000004
BINARY is IEV_0000015 Class
BINARY SubClassOf IEV_0000015 IEV_0001730
BINARY is IEV_0000016 Class
BINARY SubClassOf IEV_0000016 IEV_0000004
BINARY is IEV_0000017 Class
BINARY SubClassOf IEV_0000017 IEV_0000015
BINARY is IEV_0000018 Class
BINARY SubClassOf IEV_0000018 IEV_0000009
BINARY is IEV_0000019 Class
BINARY SubClassOf IEV_0000019 IEV_0000009
BINARY is IEV_0000020 Class
BINARY SubClassOf IEV_0000020 IEV_0000008
BINARY is IEV_0000023 Class
BINARY SubClassOf IEV_0000023 IEV_0000006
BINARY is IEV_0000024 Class
BINARY SubClassOf IEV_0000024 IEV_0000007
BINARY is IEV_0000027 Class
BINARY is IEV_0000031 Class
BINARY SubClassOf IEV_0000031 IEV_0000024
BINARY is IEV_0000033 Class
BINARY SubClassOf IEV_0000033 IEV_0001036
BINARY is IEV_0000034 Class
BINARY SubClassOf IEV_0000034 IEV_0000018,
BINARY SubClassOf IEV_0000034 EVENT_part_of_some_IEV_0000027
BINARY is IEV_0000038 Class
BINARY SubClassOf IEV_0000038 IEV_0000008
BINARY is IEV_0000041 Class
BINARY SubClassOf IEV_0000041 IEV_0000023,
BINARY SubClassOf IEV_0000041 EVENT_part_of_some_IEV_0000027
BINARY is IEV_0000042 Class
BINARY SubClassOf IEV_0000042 IEV_0001816
BINARY is IEV_0000044 Class
BINARY is IEV_0000045 Class
BINARY SubClassOf IEV_0000045 IEV_0000014,
BINARY SubClassOf IEV_0000045 EVENT_part_of_some_IEV_0000044
BINARY is IEV_0000048 Class
BINARY SubClassOf IEV_0000048 IEV_0000018,
BINARY SubClassOf IEV_0000048 EVENT_part_of_some_IEV_0000044
BINARY is IEV_0000050 Class
BINARY SubClassOf IEV_0000050 IEV_0003549,
BINARY SubClassOf IEV_0000050 EVENT_part_of_some_IEV_0002102
BINARY is IEV_0000063 Class
BINARY is IEV_0000066 Class
BINARY is IEV_0000068 Class
BINARY SubClassOf IEV_0000068 IEV_0000508,
BINARY SubClassOf IEV_0000068 EVENT_part_of_some_IEV_0001171
BINARY is IEV_0000071 Class
BINARY is IEV_0000090 Class
BINARY is IEV_0000108 Class
BINARY is IEV_0000112 Class
BINARY is IEV_0000113 Class
BINARY is IEV_0000114 Class
BINARY is IEV_0000125 Class
BINARY is IEV_0000126 Class
BINARY is IEV_0000127 Class
BINARY is IEV_0000154 Class
BINARY SubClassOf IEV_0000154 IEV_0000016,
BINARY SubClassOf IEV_0000154 EVENT_part_of_some_IEV_0000090
BINARY is IEV_0000155 Class
BINARY SubClassOf IEV_0000155 IEV_0001145
BINARY is IEV_0000158 Class
