BINARY is RO_0002202 ObjectProperty
BINARY is CL_0007001 Class
BINARY DisjointWith CL_0007001 VSAO_0000040
BINARY is VSAO_0000013 Class
BINARY SubClassOf VSAO_0000013 VSAO_0000015
BINARY is VSAO_0000015 Class
BINARY SubClassOf VSAO_0000015 VSAO_0000017,
BINARY SubClassOf VSAO_0000015 RO_0002202_some_CL_0007001,
BINARY SubClassOf VSAO_0000015 RO_0002202_only_VSAO_0000040
BINARY is VSAO_0000017 Class
BINARY is VSAO_0000040 Class
BINARY SubClassOf VSAO_0000040 VSAO_0000015
BINARY DisjointWith VSAO_0000040 CL_0007001
BINARY is VSAO_0000047 Class
BINARY SubClassOf VSAO_0000047 VSAO_0000015
BINARY is VSAO_0000063 Class
BINARY SubClassOf VSAO_0000063 VSAO_0000015
BINARY is VSAO_0000077 Class
BINARY SubClassOf VSAO_0000077 VSAO_0000015
BINARY is VSAO_0000078 Class
BINARY SubClassOf VSAO_0000078 VSAO_0000015
BINARY is www.w3.org/2002/07/# Class
