BINARY is integer Datatype
BINARY is hasA ObjectProperty
BINARY Domain hasA Person
BINARY Range hasA ICHI
BINARY is hasBarrier ObjectProperty
BINARY Domain hasBarrier Person
BINARY Range hasBarrier Environmental_factors
BINARY is hasDeficiency ObjectProperty
BINARY Domain hasDeficiency Person
BINARY Range hasDeficiency Body_functions
BINARY is hasDiagnosis ObjectProperty
BINARY Domain hasDiagnosis Person
BINARY Range hasDiagnosis ICD10_Chapter
BINARY is hasDifficulty ObjectProperty
BINARY Domain hasDifficulty Person
BINARY Range hasDifficulty Activities_and_participation
BINARY is hasFacilitator ObjectProperty
BINARY Domain hasFacilitator Person
BINARY Range hasFacilitator Environmental_factors
BINARY is isFrom ObjectProperty
BINARY Domain isFrom Person
BINARY Range isFrom Country
BINARY is isInterestedIn ObjectProperty
BINARY Domain isInterestedIn Person
BINARY Range isInterestedIn ICD10_Chapter
BINARY is hasAge DataProperty
BINARY Domain hasAge Person
BINARY Range hasAge integer
BINARY is hasFollowers DataProperty
BINARY Domain hasFollowers Person
BINARY Range hasFollowers integer
BINARY is hasFriends DataProperty
BINARY Domain hasFriends Person
BINARY Range hasFriends integer
BINARY is isDiagnosedAt DataProperty
BINARY Domain isDiagnosedAt Person
BINARY Range isDiagnosedAt integer
BINARY is Malignant_neoplasms_of_eye,_brain_and_other_parts_of_central_nervous_system Class
BINARY is A00_B99 Class
BINARY DisjointWith A00_B99 P00_P96
BINARY is C00_D48 Class
BINARY DisjointWith C00_D48 P00_P96
BINARY is D50_D89 Class
BINARY DisjointWith D50_D89 P00_P96
BINARY is D56 Class
BINARY is D56_0 Class
BINARY DisjointWith D56_0 D56_2
BINARY is D56_1 Class
BINARY DisjointWith D56_1 D56_2
BINARY is D56_2 Class
BINARY SubClassOf D56_2 D56
BINARY DisjointWith D56_2 D56_9
BINARY DisjointWith D56_2 D56_8
BINARY DisjointWith D56_2 D56_4
BINARY DisjointWith D56_2 D56_3
BINARY DisjointWith D56_2 D56_1
BINARY DisjointWith D56_2 D56_0
BINARY is D56_3 Class
BINARY DisjointWith D56_3 D56_2
BINARY is D56_4 Class
BINARY DisjointWith D56_4 D56_2
BINARY is D56_8 Class
BINARY DisjointWith D56_8 D56_2
BINARY is D56_9 Class
BINARY DisjointWith D56_9 D56_2
BINARY is D59 Class
BINARY is D59_0 Class
BINARY DisjointWith D59_0 D59_6
BINARY is D59_1 Class
BINARY DisjointWith D59_1 D59_6
BINARY is D59_2 Class
BINARY DisjointWith D59_2 D59_6
BINARY is D59_3 Class
BINARY DisjointWith D59_3 D59_6
BINARY is D59_4 Class
BINARY DisjointWith D59_4 D59_6
BINARY is D59_5 Class
BINARY DisjointWith D59_5 D59_6
BINARY is D59_6 Class
BINARY SubClassOf D59_6 D59
BINARY DisjointWith D59_6 D59_9
BINARY DisjointWith D59_6 D59_8
BINARY DisjointWith D59_6 D59_5
BINARY DisjointWith D59_6 D59_4
BINARY DisjointWith D59_6 D59_3
BINARY DisjointWith D59_6 D59_2
BINARY DisjointWith D59_6 D59_1
BINARY DisjointWith D59_6 D59_0
BINARY is D59_8 Class
BINARY DisjointWith D59_8 D59_6
BINARY is D59_9 Class
BINARY DisjointWith D59_9 D59_6
BINARY is D64 Class
BINARY is D64_0 Class
BINARY DisjointWith D64_0 D64_4
BINARY is D64_1 Class
BINARY DisjointWith D64_1 D64_4
BINARY is D64_2 Class
BINARY DisjointWith D64_2 D64_4
BINARY is D64_3 Class
BINARY DisjointWith D64_3 D64_4
BINARY is D64_4 Class
BINARY SubClassOf D64_4 D64
BINARY DisjointWith D64_4 D64_9
BINARY DisjointWith D64_4 D64_8
BINARY DisjointWith D64_4 D64_3
BINARY DisjointWith D64_4 D64_2
BINARY DisjointWith D64_4 D64_1
BINARY DisjointWith D64_4 D64_0
BINARY is D64_8 Class
BINARY DisjointWith D64_8 D64_4
BINARY is D64_9 Class
BINARY DisjointWith D64_9 D64_4
BINARY is D69 Class
BINARY is D69_0 Class
BINARY DisjointWith D69_0 D69_6
BINARY is D69_1 Class
BINARY DisjointWith D69_1 D69_6
BINARY is D69_2 Class
BINARY DisjointWith D69_2 D69_6
BINARY is D69_3 Class
BINARY DisjointWith D69_3 D69_6
BINARY is D69_4 Class
BINARY DisjointWith D69_4 D69_6
BINARY is D69_5 Class
BINARY DisjointWith D69_5 D69_6
BINARY is D69_6 Class
BINARY SubClassOf D69_6 D69
BINARY DisjointWith D69_6 D69_9
BINARY DisjointWith D69_6 D69_8
BINARY DisjointWith D69_6 D69_5
BINARY DisjointWith D69_6 D69_4
BINARY DisjointWith D69_6 D69_3
BINARY DisjointWith D69_6 D69_2
BINARY DisjointWith D69_6 D69_1
BINARY DisjointWith D69_6 D69_0
BINARY is D69_8 Class
BINARY DisjointWith D69_8 D69_6
BINARY is D69_9 Class
BINARY DisjointWith D69_9 D69_6
BINARY is D80 Class
BINARY is D80_0 Class
BINARY DisjointWith D80_0 D80_6
BINARY is D80_1 Class
BINARY DisjointWith D80_1 D80_6
BINARY is D80_2 Class
BINARY DisjointWith D80_2 D80_6
BINARY is D80_3 Class
BINARY DisjointWith D80_3 D80_6
BINARY is D80_4 Class
BINARY DisjointWith D80_4 D80_6
BINARY is D80_5 Class
BINARY DisjointWith D80_5 D80_6
BINARY is D80_6 Class
