BINARY is boolean Datatype
BINARY is 000000062 ObjectProperty
BINARY Domain 000000062 442041000126158
BINARY Range 000000062 000000061
BINARY is <https ObjectProperty
BINARY Domain <https 442041000126158
BINARY is //000000414 <https
BINARY is <https ObjectProperty
BINARY Domain <https 442041000126158
BINARY Range <https 000000064
BINARY is <https ObjectProperty
BINARY Domain <https 442041000126158
BINARY is //000000499 <https
BINARY is <https ObjectProperty
BINARY Domain <https 442041000126158
BINARY is //000000515 <https
BINARY is <https DataProperty
BINARY Domain <https 442041000126158
BINARY Range <https boolean
BINARY is 000000004 Class
BINARY SubClassOf 000000004 BFO_0000040
BINARY is 000000061 Class
BINARY is 000000064 Class
BINARY is 442041000126158 Class
BINARY SubClassOf 442041000126158 OGMS_0000102
BINARY is 442041000126159 Class
BINARY SubClassOf 442041000126159 442041000126158
BINARY is 442041000126195 Class
BINARY SubClassOf 442041000126195 442041000126158
BINARY is 442041000126633 Class
BINARY SubClassOf 442041000126633 442041000126158
BINARY is 442041000127009 Class
BINARY SubClassOf 442041000127009 442041000126158
BINARY is <https Class
BINARY is <https Class
BINARY is <https Class
BINARY is BFO_0000004 Class
BINARY is BFO_0000024 Class
BINARY SubClassOf BFO_0000024 BFO_0000040
BINARY is BFO_0000027 Class
BINARY SubClassOf BFO_0000027 BFO_0000040
BINARY is BFO_0000030 Class
BINARY SubClassOf BFO_0000030 BFO_0000040
BINARY is BFO_0000040 Class
BINARY SubClassOf BFO_0000040 BFO_0000004
BINARY DisjointWith BFO_0000040 BFO_0000141
BINARY is BFO_0000141 Class
BINARY DisjointWith BFO_0000141 BFO_0000040
BINARY is OGMS_0000045 Class
BINARY SubClassOf OGMS_0000045 BFO_0000040
BINARY is OGMS_0000102 Class
BINARY is www.w3.org/2002/07/# Class
