BINARY is string Datatype
BINARY is RO_0002472 ObjectProperty
BINARY Characteristics RO_0002472 Irreflexive
BINARY Domain RO_0002472 Evidence
BINARY Range RO_0002472 Provenance
BINARY InverseOf RO_0002472 RO_0002558
BINARY is RO_0002558 ObjectProperty
BINARY InverseOf RO_0002558 RO_0002472
BINARY is with_frequency DataProperty
BINARY is 11241047[PMID Class
BINARY SubClassOf 11241047[PMID Evidence
BINARY is 12697349PMID] Class
BINARY SubClassOf 12697349PMID] Evidence
BINARY is 17163533PMID] Class
BINARY SubClassOf 17163533PMID] Evidence
BINARY is 17940554[PMID Class
BINARY SubClassOf 17940554[PMID Evidence
BINARY is 19213692[PMID Class
BINARY SubClassOf 19213692[PMID Evidence
BINARY is 19568825PMID]_PMID Class
BINARY SubClassOf 19568825PMID]_PMID Evidence
BINARY is 20198472[PMID Class
BINARY SubClassOf 20198472[PMID Evidence
BINARY is 20301516PMID]_PMID Class
BINARY SubClassOf 20301516PMID]_PMID Evidence
BINARY is 23431744PMID]_PMID Class
BINARY SubClassOf 23431744PMID]_PMID Evidence
BINARY is 27718516[PMID Class
BINARY SubClassOf 27718516[PMID Evidence
BINARY is 31021589PMID] Class
BINARY SubClassOf 31021589PMID] Evidence
BINARY is 32653393[PMID_32917526 Class
BINARY SubClassOf 32653393[PMID_32917526 Evidence
BINARY is 8723087PMID] Class
BINARY SubClassOf 8723087PMID] Evidence
BINARY is ISBN Class
BINARY SubClassOf ISBN Evidence
BINARY is ISBN Class
BINARY SubClassOf ISBN Evidence
BINARY is PLMID Class
BINARY SubClassOf PLMID Evidence
BINARY is PMC Class
BINARY SubClassOf PMC Evidence
BINARY is PMC Class
BINARY SubClassOf PMC Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
BINARY SubClassOf PMID Evidence
BINARY is PMID Class
