BINARY is OBI_1110060 ObjectProperty
BINARY is BFO_0000015 Class
BINARY is EGO_0000000007 Class
BINARY SubClassOf EGO_0000000007 GO_0008134
BINARY is GO_0001788 Class
BINARY SubClassOf GO_0001788 GO_0008150
BINARY is GO_0001806 Class
BINARY is GO_0001816 Class
BINARY SubClassOf GO_0001816 GO_0008150
BINARY is GO_0001906 Class
BINARY SubClassOf GO_0001906 GO_0008150
BINARY is GO_0001913 Class
BINARY is GO_0002250 Class
BINARY SubClassOf GO_0002250 GO_0006955
BINARY is GO_0002507 Class
BINARY SubClassOf GO_0002507 GO_0008150
BINARY is GO_0002517 Class
BINARY is GO_0002524 Class
BINARY SubClassOf GO_0002524 GO_0008150
BINARY is GO_0003824 Class
BINARY is GO_0006006 Class
BINARY SubClassOf GO_0006006 GO_0008150
BINARY is GO_0006260 Class
BINARY SubClassOf GO_0006260 GO_0008150
BINARY is GO_0006306 Class
BINARY SubClassOf GO_0006306 GO_0008150
BINARY is GO_0006909 Class
BINARY SubClassOf GO_0006909 GO_0008150
BINARY is GO_0006955 Class
BINARY is GO_0007049 Class
BINARY SubClassOf GO_0007049 GO_0008150
BINARY is GO_0007596 Class
BINARY SubClassOf GO_0007596 GO_0008150
BINARY is GO_0008134 Class
BINARY is GO_0008150 Class
BINARY SubClassOf GO_0008150 BFO_0000015
BINARY DisjointWith GO_0008150 OBI_0000011
BINARY is GO_0008228 Class
BINARY is GO_0008283 Class
BINARY SubClassOf GO_0008283 GO_0008150
BINARY is GO_0009566 Class
BINARY SubClassOf GO_0009566 GO_0008150
BINARY is GO_0009987 Class
BINARY SubClassOf GO_0009987 GO_0008150
BINARY is GO_0010467 Class
BINARY SubClassOf GO_0010467 GO_0008150
BINARY is GO_0010573 Class
BINARY is GO_0016064 Class
BINARY SubClassOf GO_0016064 GO_0008150
BINARY is GO_0016570 Class
BINARY SubClassOf GO_0016570 GO_0008150
BINARY is GO_0019882 Class
BINARY SubClassOf GO_0019882 GO_0008150
BINARY is GO_0030041 Class
BINARY SubClassOf GO_0030041 GO_0008150
BINARY is GO_0030097 Class
BINARY SubClassOf GO_0030097 GO_0008150
BINARY is GO_0032602 Class
BINARY is GO_0032604 Class
BINARY is GO_0032608 Class
BINARY is GO_0032609 Class
BINARY is GO_0032610 Class
BINARY SubClassOf GO_0032610 GO_0032612
BINARY is GO_0032611 Class
BINARY SubClassOf GO_0032611 GO_0032612
BINARY is GO_0032612 Class
BINARY is GO_0032613 Class
BINARY is GO_0032615 Class
BINARY is GO_0032616 Class
BINARY is GO_0032618 Class
BINARY is GO_0032619 Class
BINARY is GO_0032620 Class
BINARY is GO_0032621 Class
BINARY is GO_0032623 Class
BINARY is GO_0032625 Class
BINARY is GO_0032626 Class
BINARY is GO_0032627 Class
BINARY is GO_0032631 Class
BINARY is GO_0032632 Class
BINARY is GO_0032633 Class
BINARY is GO_0032634 Class
BINARY is GO_0032635 Class
BINARY is GO_0032636 Class
BINARY is GO_0032637 Class
BINARY is GO_0032638 Class
BINARY is GO_0032640 Class
BINARY SubClassOf GO_0032640 GO_0071706
BINARY is GO_0032641 Class
BINARY SubClassOf GO_0032641 GO_0071706
BINARY is GO_0033036 Class
BINARY SubClassOf GO_0033036 GO_0008150
BINARY is GO_0034061 Class
BINARY SubClassOf GO_0034061 GO_0003824
BINARY is GO_0035393 Class
BINARY SubClassOf GO_0035393 GO_0032602
BINARY is GO_0035397 Class
BINARY SubClassOf GO_0035397 GO_0002250
BINARY is GO_0035746 Class
BINARY SubClassOf GO_0035746 GO_0008150
BINARY is GO_0035944 Class
BINARY SubClassOf GO_0035944 GO_0008150
BINARY is GO_0036262 Class
BINARY SubClassOf GO_0036262 GO_0008150
BINARY is GO_0040030 Class
BINARY SubClassOf GO_0040030 GO_0008150
BINARY is GO_0042098 Class
