BINARY is HED_0010108 ObjectProperty
BINARY is HED_0011303 Class
BINARY is HED_0012861 Class
BINARY is HED_0012862 Class
BINARY SubClassOf HED_0012862 HED_0012861
BINARY is HED_0012863 Class
BINARY SubClassOf HED_0012863 HED_0012862
BINARY is HED_0012864 Class
BINARY SubClassOf HED_0012864 HED_0012863
BINARY is HED_0012865 Class
BINARY SubClassOf HED_0012865 HED_0012864
BINARY is HED_0012866 Class
BINARY SubClassOf HED_0012866 HED_0012864
BINARY is HED_0012867 Class
BINARY SubClassOf HED_0012867 HED_0012864
BINARY is HED_0012868 Class
BINARY SubClassOf HED_0012868 HED_0012864
BINARY is HED_0012869 Class
BINARY SubClassOf HED_0012869 HED_0012864
BINARY is HED_0012870 Class
BINARY SubClassOf HED_0012870 HED_0012864
BINARY is HED_0012871 Class
BINARY SubClassOf HED_0012871 HED_0012864
BINARY is HED_0012872 Class
BINARY SubClassOf HED_0012872 HED_0012864
BINARY is HED_0012873 Class
BINARY SubClassOf HED_0012873 HED_0012864
BINARY is HED_0012874 Class
BINARY SubClassOf HED_0012874 HED_0012864
BINARY is HED_0012875 Class
BINARY SubClassOf HED_0012875 HED_0012864
BINARY is HED_0012876 Class
BINARY SubClassOf HED_0012876 HED_0012864
BINARY is HED_0012877 Class
BINARY SubClassOf HED_0012877 HED_0012864
BINARY is HED_0012878 Class
BINARY SubClassOf HED_0012878 HED_0012864
BINARY is HED_0012879 Class
BINARY SubClassOf HED_0012879 HED_0012864
BINARY is HED_0012880 Class
BINARY SubClassOf HED_0012880 HED_0012864
BINARY is HED_0012881 Class
BINARY SubClassOf HED_0012881 HED_0012863
BINARY is HED_0012882 Class
BINARY SubClassOf HED_0012882 HED_0012881
BINARY is HED_0012883 Class
BINARY SubClassOf HED_0012883 HED_0012881
BINARY is HED_0012884 Class
BINARY SubClassOf HED_0012884 HED_0012881
BINARY is HED_0012885 Class
BINARY SubClassOf HED_0012885 HED_0012881
BINARY is HED_0012886 Class
BINARY SubClassOf HED_0012886 HED_0012881
BINARY is HED_0012887 Class
BINARY SubClassOf HED_0012887 HED_0012881
BINARY is HED_0012888 Class
BINARY SubClassOf HED_0012888 HED_0012881
BINARY is HED_0012889 Class
BINARY SubClassOf HED_0012889 HED_0012881
BINARY is HED_0012890 Class
BINARY SubClassOf HED_0012890 HED_0012881
BINARY is HED_0012891 Class
BINARY SubClassOf HED_0012891 HED_0012881
BINARY is HED_0012892 Class
BINARY SubClassOf HED_0012892 HED_0012881
BINARY is HED_0012893 Class
BINARY SubClassOf HED_0012893 HED_0012881
BINARY is HED_0012894 Class
BINARY SubClassOf HED_0012894 HED_0012881
BINARY is HED_0012895 Class
BINARY SubClassOf HED_0012895 HED_0012881
BINARY is HED_0012896 Class
BINARY SubClassOf HED_0012896 HED_0012881
BINARY is HED_0012897 Class
BINARY SubClassOf HED_0012897 HED_0012881
BINARY is HED_0012898 Class
BINARY SubClassOf HED_0012898 HED_0012881
BINARY is HED_0012899 Class
BINARY SubClassOf HED_0012899 HED_0012881
BINARY is HED_0012900 Class
BINARY SubClassOf HED_0012900 HED_0012863
BINARY is HED_0012901 Class
BINARY SubClassOf HED_0012901 HED_0012900
BINARY is HED_0012902 Class
BINARY SubClassOf HED_0012902 HED_0012900
BINARY is HED_0012903 Class
BINARY SubClassOf HED_0012903 HED_0012900
BINARY is HED_0012904 Class
BINARY SubClassOf HED_0012904 HED_0012900
BINARY is HED_0012905 Class
BINARY SubClassOf HED_0012905 HED_0012900
BINARY is HED_0012906 Class
BINARY SubClassOf HED_0012906 HED_0012900
BINARY is HED_0012907 Class
BINARY SubClassOf HED_0012907 HED_0012900
BINARY is HED_0012908 Class
BINARY SubClassOf HED_0012908 HED_0012900
BINARY is HED_0012909 Class
BINARY SubClassOf HED_0012909 HED_0012863
BINARY is HED_0012910 Class
BINARY SubClassOf HED_0012910 HED_0012909
BINARY is HED_0012911 Class
BINARY SubClassOf HED_0012911 HED_0012909
BINARY is HED_0012912 Class
BINARY SubClassOf HED_0012912 HED_0012909
BINARY is HED_0012913 Class
BINARY SubClassOf HED_0012913 HED_0012909
BINARY is HED_0012914 Class
BINARY SubClassOf HED_0012914 HED_0012909
BINARY is HED_0012915 Class
BINARY SubClassOf HED_0012915 HED_0012909
BINARY is HED_0012916 Class
BINARY SubClassOf HED_0012916 HED_0012909
BINARY is HED_0012917 Class
BINARY SubClassOf HED_0012917 HED_0012909
BINARY is HED_0012918 Class
BINARY SubClassOf HED_0012918 HED_0012909
BINARY is HED_0012919 Class
BINARY SubClassOf HED_0012919 HED_0012909
BINARY is HED_0012920 Class
BINARY SubClassOf HED_0012920 HED_0012863
BINARY is HED_0012921 Class
BINARY SubClassOf HED_0012921 HED_0012920
BINARY is HED_0012922 Class
BINARY SubClassOf HED_0012922 HED_0012920
BINARY is HED_0012923 Class
BINARY SubClassOf HED_0012923 HED_0012920
BINARY is HED_0012924 Class
BINARY SubClassOf HED_0012924 HED_0012920
BINARY is HED_0012925 Class
BINARY SubClassOf HED_0012925 HED_0012920
BINARY is HED_0012926 Class
BINARY SubClassOf HED_0012926 HED_0012920
BINARY is HED_0012927 Class
BINARY SubClassOf HED_0012927 HED_0012920
BINARY is HED_0012928 Class
BINARY SubClassOf HED_0012928 HED_0012920
BINARY is HED_0012929 Class
BINARY SubClassOf HED_0012929 HED_0012920
BINARY is HED_0012930 Class
BINARY SubClassOf HED_0012930 HED_0012920
BINARY is HED_0012931 Class
BINARY SubClassOf HED_0012931 HED_0012920
BINARY is HED_0012932 Class
BINARY SubClassOf HED_0012932 HED_0012920
BINARY is HED_0012933 Class
BINARY SubClassOf HED_0012933 HED_0012920
BINARY is HED_0012934 Class
BINARY SubClassOf HED_0012934 HED_0012920
BINARY is HED_0012935 Class
BINARY SubClassOf HED_0012935 HED_0012920
BINARY is HED_0012936 Class
BINARY SubClassOf HED_0012936 HED_0012920
BINARY is HED_0012937 Class
BINARY SubClassOf HED_0012937 HED_0012920
BINARY is HED_0012938 Class
BINARY SubClassOf HED_0012938 HED_0012920
BINARY is HED_0012939 Class
BINARY SubClassOf HED_0012939 HED_0012920
BINARY is HED_0012940 Class
BINARY SubClassOf HED_0012940 HED_0012920
BINARY is HED_0012941 Class
BINARY SubClassOf HED_0012941 HED_0012920
BINARY is HED_0012942 Class
BINARY SubClassOf HED_0012942 HED_0012920
BINARY is HED_0012943 Class
BINARY SubClassOf HED_0012943 HED_0012863
BINARY is HED_0012944 Class
BINARY SubClassOf HED_0012944 HED_0012943
BINARY is HED_0012945 Class
BINARY SubClassOf HED_0012945 HED_0012943
BINARY is HED_0012946 Class
BINARY SubClassOf HED_0012946 HED_0012943
BINARY is HED_0012947 Class
BINARY SubClassOf HED_0012947 HED_0012943
BINARY is HED_0012948 Class
BINARY SubClassOf HED_0012948 HED_0012943
BINARY is HED_0012949 Class
BINARY SubClassOf HED_0012949 HED_0012863
BINARY is HED_0012950 Class
BINARY SubClassOf HED_0012950 HED_0012949
BINARY is HED_0012951 Class
BINARY SubClassOf HED_0012951 HED_0012949
BINARY is HED_0012952 Class
BINARY SubClassOf HED_0012952 HED_0012949
BINARY is HED_0012953 Class
BINARY SubClassOf HED_0012953 HED_0012949
BINARY is HED_0012954 Class
BINARY SubClassOf HED_0012954 HED_0012949
BINARY is HED_0012955 Class
BINARY SubClassOf HED_0012955 HED_0012949
BINARY is HED_0012956 Class
BINARY SubClassOf HED_0012956 HED_0012863
BINARY is HED_0012957 Class
BINARY SubClassOf HED_0012957 HED_0012956
BINARY is HED_0012958 Class
BINARY SubClassOf HED_0012958 HED_0012956
BINARY is HED_0012959 Class
BINARY SubClassOf HED_0012959 HED_0012956
BINARY is HED_0012960 Class
BINARY SubClassOf HED_0012960 HED_0012956
BINARY is HED_0012961 Class
BINARY SubClassOf HED_0012961 HED_0012956
BINARY is HED_0012962 Class
