BINARY is integer Datatype
BINARY is CAROLIO_0000222 ObjectProperty
BINARY is CAROLIO_0000226 ObjectProperty
BINARY Domain CAROLIO_0000226 CAROLIO_0000410
BINARY is RO_0002452 ObjectProperty
BINARY is RO_0004022 ObjectProperty
BINARY is SCDO_1000018 ObjectProperty
BINARY Domain SCDO_1000018 OGMS_0000090
BINARY is CAROLIO_0004111 DataProperty
BINARY is CAROLIO_0000400 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is CAROLIO_0000410 Class
BINARY equiv CAROLIO_0000410 CAROLIO_0000411_or_CAROLIO_0000412_or_CAROLIO_0000413_or_CAROLIO_0000414
BINARY SubClassOf CAROLIO_0000410 CAROLIO_0000400,
BINARY SubClassOf CAROLIO_0000410 CAROLIO_0004111_some_integer
BINARY is CAROLIO_0000411 Class
BINARY SubClassOf CAROLIO_0000411 CAROLIO_0000410
BINARY is CAROLIO_0000412 Class
BINARY SubClassOf CAROLIO_0000412 CAROLIO_0000410
BINARY is CAROLIO_0000413 Class
BINARY SubClassOf CAROLIO_0000413 CAROLIO_0000410
BINARY is CAROLIO_0000414 Class
BINARY SubClassOf CAROLIO_0000414 CAROLIO_0000410
BINARY is CAROLIO_0000420 Class
BINARY SubClassOf CAROLIO_0000420 CAROLIO_0000400
BINARY is CAROLIO_0001000 Class
BINARY SubClassOf CAROLIO_0001000 DOID_4138,
BINARY SubClassOf CAROLIO_0001000 CAROLIO_0000222_some_SYMP_0000499,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_CAROLIO_0002000,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_SYMP_0000188,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_SYMP_0000295,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_SYMP_0000432,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_SYMP_0000526,
BINARY SubClassOf CAROLIO_0001000 RO_0002452_some_SYMP_0000613
BINARY is Thing www.w3.org/2002/07/#
BINARY is CAROLIO_0002000 Class
BINARY is CAROLIO_0003100 Class
BINARY SubClassOf CAROLIO_0003100 OGMS_0000090
BINARY is CAROLIO_0003110 Class
BINARY SubClassOf CAROLIO_0003110 CAROLIO_0003100,
BINARY SubClassOf CAROLIO_0003110 SCDO_1000018_some_CAROLIO_0002000
BINARY is CAROLIO_0003120 Class
BINARY SubClassOf CAROLIO_0003120 CAROLIO_0003100
BINARY is CAROLIO_0003121 Class
BINARY SubClassOf CAROLIO_0003121 CAROLIO_0003120
BINARY is CAROLIO_0003122 Class
BINARY SubClassOf CAROLIO_0003122 CAROLIO_0003121
BINARY is CAROLIO_0003123 Class
BINARY SubClassOf CAROLIO_0003123 CAROLIO_0003121
BINARY is CAROLIO_0003124 Class
BINARY SubClassOf CAROLIO_0003124 CAROLIO_0003121,
BINARY SubClassOf CAROLIO_0003124 SCDO_1000018_some_DOID_9446
BINARY is CAROLIO_0003200 Class
BINARY SubClassOf CAROLIO_0003200 OGMS_0000090
BINARY is CAROLIO_0003210 Class
BINARY SubClassOf CAROLIO_0003210 CAROLIO_0003200,
BINARY SubClassOf CAROLIO_0003210 SCDO_1000018_some_DOID_4947
BINARY is CAROLIO_0003220 Class
BINARY SubClassOf CAROLIO_0003220 CAROLIO_0003200,
BINARY SubClassOf CAROLIO_0003220 SCDO_1000018_some_SYMP_0000526
BINARY is CAROLIO_0003230 Class
BINARY SubClassOf CAROLIO_0003230 CAROLIO_0003200
BINARY is CAROLIO_0003240 Class
BINARY SubClassOf CAROLIO_0003240 CAROLIO_0003200,
BINARY SubClassOf CAROLIO_0003240 SCDO_1000018_some_DOID_9446
BINARY is CAROLIO_0003250 Class
BINARY SubClassOf CAROLIO_0003250 CAROLIO_0003200,
BINARY SubClassOf CAROLIO_0003250 SCDO_1000018_some_CAROLIO_0002000,
BINARY SubClassOf CAROLIO_0003250 SCDO_1000018_some_DOID_10762,
BINARY SubClassOf CAROLIO_0003250 SCDO_1000018_some_SYMP_0000526
BINARY is CAROLIO_0003300 Class
BINARY SubClassOf CAROLIO_0003300 OGMS_0000090
