BINARY is ECO_9000000 ObjectProperty
BINARY is ECO_0000000 Class
BINARY is ECO_0000001 Class
BINARY is ECO_00000057 Class
BINARY is ECO_0000014 Class
BINARY is ECO_0000027 Class
BINARY is ECO_0000028 Class
BINARY is ECO_0000032 Class
BINARY SubClassOf ECO_0000032 ECO_0000207
BINARY is ECO_0000033 Class
BINARY is ECO_0000034 Class
BINARY is ECO_0000035 Class
BINARY is ECO_0000053 Class
BINARY is ECO_0000060 Class
BINARY is ECO_0000062 Class
BINARY is ECO_0000063 Class
BINARY is ECO_0000067 Class
BINARY is ECO_0000068 Class
BINARY is ECO_0000071 Class
BINARY is ECO_0000075 Class
BINARY is ECO_0000084 Class
BINARY is ECO_0000088 Class
BINARY is ECO_0000101 Class
BINARY SubClassOf ECO_0000101 ECO_0000062
BINARY is ECO_0000110 Class
BINARY is ECO_0000200 Class
BINARY is ECO_0000201 Class
BINARY is ECO_0000202 Class
BINARY is ECO_0000203 Class
BINARY DisjointWith ECO_0000203 ECO_0007432
BINARY is ECO_0000206 Class
BINARY is ECO_0000207 Class
BINARY SubClassOf ECO_0000207 ECO_0000206
BINARY is ECO_0000208 Class
BINARY is ECO_0000209 Class
BINARY is ECO_0000210 Class
BINARY SubClassOf ECO_0000210 ECO_0000207
BINARY is ECO_0000211 Class
BINARY equiv ECO_0000211 ECO_0000208_and_(ECO_9000000_some_ECO_0000203)
BINARY SubClassOf ECO_0000211 ECO_0000208,
BINARY SubClassOf ECO_0000211 ECO_0000209
BINARY is ECO_0000213 Class
BINARY SubClassOf ECO_0000213 ECO_0000501
BINARY is ECO_0000214 Class
BINARY is ECO_0000215 Class
BINARY is ECO_0000216 Class
BINARY is ECO_0000218 Class
BINARY is ECO_0000221 Class
BINARY is ECO_0000223 Class
BINARY SubClassOf ECO_0000223 ECO_0000221
BINARY is ECO_0000247 Class
BINARY is ECO_0000248 Class
BINARY equiv ECO_0000248 ECO_0000200_and_(ECO_9000000_some_ECO_0000203)
BINARY SubClassOf ECO_0000248 ECO_0000200,
BINARY SubClassOf ECO_0000248 ECO_0000249
BINARY is ECO_0000249 Class
BINARY is ECO_0000251 Class
BINARY SubClassOf ECO_0000251 ECO_0000501
BINARY is ECO_0000256 Class
