BINARY is www.w3.org/2000/01/-schema# AnnotationProperty
BINARY is string Datatype
BINARY is R2mqSloObGQfHdTEgJBZGy Class
BINARY SubClassOf R2mqSloObGQfHdTEgJBZGy R7OCvlhWDjemzqZTF7UHFDP
BINARY is R7LnKb8FEBLolvJNY0jpUeC Class
BINARY SubClassOf R7LnKb8FEBLolvJNY0jpUeC R7OCvlhWDjemzqZTF7UHFDP
BINARY is R7OCvlhWDjemzqZTF7UHFDP Class
BINARY SubClassOf R7OCvlhWDjemzqZTF7UHFDP RCLzqKLfZsKSjej7uyqDlUf
BINARY is R7aw9ILaNRJefJDO2OOi1mu Class
BINARY SubClassOf R7aw9ILaNRJefJDO2OOi1mu R7OCvlhWDjemzqZTF7UHFDP
BINARY is R7zYZ09VryhYhIsCxsApFz4 Class
BINARY SubClassOf R7zYZ09VryhYhIsCxsApFz4 RsldniaSkrb5cCJj1mY0Gq
BINARY is R8HzoDOkQKjEAvOqircXUAc Class
BINARY SubClassOf R8HzoDOkQKjEAvOqircXUAc R7OCvlhWDjemzqZTF7UHFDP
BINARY is www.w3.org/2000/01/-schema# Annotations
BINARY is Thing www.w3.org/2002/07/#
BINARY is R8JCl12AnqW5liIRSYj9NAz Class
BINARY SubClassOf R8JCl12AnqW5liIRSYj9NAz R7OCvlhWDjemzqZTF7UHFDP
BINARY is R8KvkdCIV0gPaJ4cpfZHT1S Class
BINARY SubClassOf R8KvkdCIV0gPaJ4cpfZHT1S RwowXWAQ3oP7sLVwGZmDad
BINARY is R8MD7VkOUwCoNF6xx9Vcw5A Class
BINARY SubClassOf R8MD7VkOUwCoNF6xx9Vcw5A RwowXWAQ3oP7sLVwGZmDad
BINARY is R8XDDtVvXdIhIXLOnDEK0JK Class
BINARY SubClassOf R8XDDtVvXdIhIXLOnDEK0JK RD1DMic1jLK19VviCpjfF1d
BINARY is R8kqUrv8Pwi6F7wuOLnC50n Class
BINARY SubClassOf R8kqUrv8Pwi6F7wuOLnC50n RsldniaSkrb5cCJj1mY0Gq
