BINARY is time Datatype
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# ObjectProperty
BINARY is Hospital www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Hospital_Department www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# ObjectProperty
BINARY is Hospital www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Shift www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# DataProperty
BINARY is Shift www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY Range Shift time
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# DataProperty
BINARY is Shift www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY Range Shift time
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Document_or_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Refineable_Concept www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is EHR_Section,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is EHR_Section www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Identification_Section,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Medical_Section www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Encounter,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Health_ParaMedcial_Professional www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Ordinary_HPP,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Action www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Transfer,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Refineable_2_Refineable_Relation www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Demographic_Section_or_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Refineable_Concept www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Action,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
BINARY is Medical_Section www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is Diagnosis,_www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.#
BINARY is www.semanticweb.org/ontologies/2008/1/Ontology1204037102846.# Class
