BINARY is string Datatype
BINARY is IAO_0000219 ObjectProperty
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# DataProperty
BINARY Domain purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY Range purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# string
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# DataProperty
BINARY Domain purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY Range purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# string
BINARY is IAO_0000030 Class
BINARY SubClassOf IAO_0000030 GenericallyDependentContinuant
BINARY is OBI_0001617 Class
BINARY is cno_0000180 IAO_0000219_some_purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is cno_0000175 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY SubClassOf purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY SubClassOf purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000008 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000008 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000008 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000014 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000014 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000031 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000031 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000010 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000010 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000010 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000009 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is cno_0000032 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000009 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is cno_0000031 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000011 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000011 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY SubClassOf purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000008 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000011 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY SubClassOf purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# GenericallyDependentContinuant
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000034 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000034 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000034 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.# Class
BINARY is cno_0000180 IAO_0000219_some_purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is cno_0000175 purl.org/incf/ontology/Computational_Neurosciences/cno_alpha.#
BINARY is DependentContinuant Class
BINARY is GenericallyDependentContinuant Class
BINARY SubClassOf GenericallyDependentContinuant DependentContinuant
BINARY DisjointWith GenericallyDependentContinuant SpecificallyDependentContinuant
BINARY is SpecificallyDependentContinuant Class
BINARY DisjointWith SpecificallyDependentContinuant GenericallyDependentContinuant
BINARY is www.w3.org/2002/07/# Class
