BINARY is float Datatype
BINARY is IAO_0000136 ObjectProperty
BINARY is IAO_0000221 ObjectProperty
BINARY Domain IAO_0000221 IAO_0000109
BINARY Range IAO_0000221 Quality
BINARY InverseOf IAO_0000221 IAO_0000417
BINARY is IAO_0000407 ObjectProperty
BINARY Characteristics IAO_0000407 Functional
BINARY Domain IAO_0000407 IAO_0000400
BINARY is UO_0000001 purl.org/obo//UO#
BINARY is IAO_0000417 ObjectProperty
BINARY InverseOf IAO_0000417 IAO_0000221
BINARY is OBI_0000297 ObjectProperty
BINARY Domain OBI_0000297 GenericallyDependentContinuant
BINARY Range OBI_0000297 SpecificallyDependentContinuant
BINARY is www.obofoundry.org/ro/ro.# ObjectProperty
BINARY is www.obofoundry.org/ro/ro.# ObjectProperty
BINARY is IAO_0000404 DataProperty
BINARY Characteristics IAO_0000404 Functional
BINARY Domain IAO_0000404 IAO_0000400
BINARY Range IAO_0000404 float
BINARY is IAO_0000405 DataProperty
BINARY Characteristics IAO_0000405 Functional
BINARY Domain IAO_0000405 IAO_0000400
BINARY Range IAO_0000405 float
BINARY is IAO_0000406 DataProperty
BINARY Characteristics IAO_0000406 Functional
BINARY Domain IAO_0000406 IAO_0000400
BINARY Range IAO_0000406 float
BINARY is GAZ_00000448 Class
BINARY is IAO_0000001 Class
BINARY SubClassOf IAO_0000001 IAO_0000033
BINARY is IAO_0000003 Class
BINARY SubClassOf IAO_0000003 IAO_0000009
BINARY is IAO_0000005 Class
BINARY SubClassOf IAO_0000005 IAO_0000033
BINARY is IAO_0000006 Class
BINARY SubClassOf IAO_0000006 IAO_0000030
BINARY is IAO_0000007 Class
BINARY SubClassOf IAO_0000007 IAO_0000033
BINARY is IAO_0000009 Class
BINARY SubClassOf IAO_0000009 IAO_0000030
BINARY is IAO_0000010 Class
BINARY SubClassOf IAO_0000010 IAO_0000104
BINARY is IAO_0000013 Class
BINARY SubClassOf IAO_0000013 IAO_0000088
BINARY is IAO_0000017 Class
BINARY SubClassOf IAO_0000017 IAO_0000028
BINARY is IAO_0000025 Class
BINARY SubClassOf IAO_0000025 IAO_0000104
BINARY is IAO_0000027 Class
BINARY SubClassOf IAO_0000027 IAO_0000030
BINARY is IAO_0000028 Class
BINARY SubClassOf IAO_0000028 IAO_0000030
BINARY is IAO_0000029 Class
BINARY SubClassOf IAO_0000029 IAO_0000028
BINARY is IAO_0000030 Class
BINARY SubClassOf IAO_0000030 GenericallyDependentContinuant
BINARY is IAO_0000031 Class
BINARY SubClassOf IAO_0000031 IAO_0000029
BINARY is IAO_0000032 Class
BINARY SubClassOf IAO_0000032 IAO_0000109
BINARY is IAO_0000033 Class
BINARY SubClassOf IAO_0000033 IAO_0000030,
BINARY SubClassOf IAO_0000033 IAO_0000055,
BINARY SubClassOf IAO_0000033 IAO_0000136_some_RealizableEntity
BINARY is IAO_0000034 Class
BINARY SubClassOf IAO_0000034 IAO_0000001
BINARY is IAO_0000038 Class
BINARY SubClassOf IAO_0000038 IAO_0000309
BINARY is IAO_0000055 Class
BINARY SubClassOf IAO_0000055 IAO_0000001
BINARY is IAO_0000064 Class
BINARY SubClassOf IAO_0000064 IAO_0000104
BINARY is IAO_0000088 Class
BINARY SubClassOf IAO_0000088 IAO_0000310
BINARY is IAO_0000096 Class
BINARY SubClassOf IAO_0000096 IAO_0000033
BINARY is IAO_0000098 Class
BINARY SubClassOf IAO_0000098 IAO_0000033
BINARY is IAO_0000100 Class
BINARY SubClassOf IAO_0000100 IAO_0000027
BINARY is IAO_0000101 Class
BINARY SubClassOf IAO_0000101 IAO_0000308
BINARY is IAO_0000104 Class
BINARY SubClassOf IAO_0000104 IAO_0000033,
BINARY is has_part_some_IAO_0000005, www.obofoundry.org/ro/ro.#
BINARY is has_part_some_IAO_0000007 www.obofoundry.org/ro/ro.#
BINARY is IAO_0000109 Class
BINARY SubClassOf IAO_0000109 IAO_0000027
