BINARY is R00000094 ObjectProperty
BINARY is 603250 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000002 Class
BINARY SubClassOf MTHU000002 MTHU000224
BINARY is MTHU000003 Class
BINARY is MTHU000004 Class
BINARY is MTHU000012 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000013 Class
BINARY SubClassOf MTHU000013 MTHU000004,
BINARY SubClassOf MTHU000013 MTHU000012,
BINARY SubClassOf MTHU000013 MTHU001616
BINARY is MTHU000014 Class
BINARY SubClassOf MTHU000014 MTHU000012,
BINARY SubClassOf MTHU000014 MTHU000220
BINARY is MTHU000015 Class
BINARY is Thing www.w3.org/2002/07/#
BINARY is MTHU000016 Class
BINARY SubClassOf MTHU000016 MTHU000015
BINARY is MTHU000018 Class
BINARY SubClassOf MTHU000018 MTHU000015
BINARY is MTHU000019 Class
BINARY is MTHU000025 Class
BINARY is MTHU000026 Class
BINARY is MTHU000029 Class
BINARY is MTHU000032 Class
BINARY SubClassOf MTHU000032 MTHU000029
BINARY is MTHU000033 Class
BINARY SubClassOf MTHU000033 MTHU000032
BINARY is MTHU000034 Class
BINARY is MTHU000037 Class
BINARY is MTHU000038 Class
BINARY SubClassOf MTHU000038 MTHU000037,
BINARY SubClassOf MTHU000038 MTHU000040
BINARY is MTHU000040 Class
BINARY is MTHU000042 Class
BINARY SubClassOf MTHU000042 MTHU000040
BINARY is MTHU000044 Class
BINARY SubClassOf MTHU000044 MTHU000029
BINARY is MTHU000046 Class
BINARY is MTHU000047 Class
BINARY SubClassOf MTHU000047 MTHU000046
BINARY is MTHU000048 Class
BINARY SubClassOf MTHU000048 MTHU000047
BINARY is MTHU000049 Class
BINARY SubClassOf MTHU000049 MTHU000047
BINARY is MTHU000050 Class
BINARY is MTHU000052 Class
BINARY SubClassOf MTHU000052 MTHU000019
BINARY is MTHU000053 Class
BINARY SubClassOf MTHU000053 MTHU000052
BINARY is MTHU000055 Class
BINARY is MTHU000057 Class
BINARY is MTHU000063 Class
BINARY is MTHU000065 Class
BINARY is MTHU000067 Class
BINARY is MTHU000068 Class
BINARY SubClassOf MTHU000068 MTHU000106
BINARY is MTHU000069 Class
BINARY SubClassOf MTHU000069 MTHU000209
BINARY is MTHU000072 Class
BINARY SubClassOf MTHU000072 MTHU000029
BINARY is MTHU000073 Class
BINARY SubClassOf MTHU000073 MTHU000072
BINARY is MTHU000074 Class
BINARY SubClassOf MTHU000074 MTHU000072
BINARY is MTHU000075 Class
BINARY is MTHU000076 Class
BINARY SubClassOf MTHU000076 MTHU000012
BINARY is MTHU000077 Class
BINARY is MTHU000078 Class
BINARY SubClassOf MTHU000078 MTHU000219
BINARY is MTHU000080 Class
BINARY is MTHU000083 Class
BINARY is MTHU000086 Class
BINARY is MTHU000088 Class
BINARY SubClassOf MTHU000088 MTHU000032,
BINARY SubClassOf MTHU000088 MTHU000072
BINARY is MTHU000089 Class
BINARY is MTHU000092 Class
BINARY SubClassOf MTHU000092 MTHU000052
BINARY is MTHU000093 Class
BINARY SubClassOf MTHU000093 MTHU000052
BINARY is MTHU000102 Class
BINARY is MTHU000104 Class
BINARY is MTHU000106 Class
BINARY SubClassOf MTHU000106 MTHU000104
BINARY is MTHU000110 Class
BINARY is MTHU000112 Class
BINARY SubClassOf MTHU000112 MTHU000110
BINARY is MTHU000113 Class
BINARY is MTHU000115 Class
BINARY SubClassOf MTHU000115 MTHU000113
BINARY is MTHU000119 Class
BINARY is MTHU000122 Class
BINARY SubClassOf MTHU000122 MTHU000019
BINARY is MTHU000123 Class
BINARY SubClassOf MTHU000123 MTHU000122
BINARY is MTHU000124 Class
BINARY SubClassOf MTHU000124 MTHU000122
BINARY is MTHU000125 Class
BINARY SubClassOf MTHU000125 MTHU000122
BINARY is MTHU000126 Class
BINARY is MTHU000131 Class
BINARY is MTHU000132 Class
BINARY SubClassOf MTHU000132 MTHU000063,
BINARY SubClassOf MTHU000132 MTHU000065,
BINARY SubClassOf MTHU000132 MTHU000131,
BINARY SubClassOf MTHU000132 MTHU000817,
BINARY SubClassOf MTHU000132 MTHU001848
BINARY is MTHU000139 Class
BINARY is MTHU000142 Class
BINARY SubClassOf MTHU000142 MTHU000012
BINARY is MTHU000143 Class
BINARY SubClassOf MTHU000143 MTHU000012
BINARY is MTHU000145 Class
BINARY SubClassOf MTHU000145 MTHU000047
BINARY is MTHU000152 Class
BINARY SubClassOf MTHU000152 MTHU000052
BINARY is MTHU000159 Class
BINARY SubClassOf MTHU000159 MTHU000004,
BINARY SubClassOf MTHU000159 MTHU000176
BINARY is MTHU000160 Class
BINARY SubClassOf MTHU000160 MTHU000012
BINARY is MTHU000161 Class
BINARY SubClassOf MTHU000161 MTHU000012
BINARY is MTHU000162 Class
BINARY SubClassOf MTHU000162 MTHU000012
BINARY is MTHU000163 Class
BINARY SubClassOf MTHU000163 MTHU000012
BINARY is MTHU000164 Class
BINARY SubClassOf MTHU000164 MTHU000012
BINARY is MTHU000166 Class
BINARY SubClassOf MTHU000166 MTHU000047
BINARY is MTHU000176 Class
BINARY is MTHU000177 Class
BINARY SubClassOf MTHU000177 MTHU000012,
BINARY SubClassOf MTHU000177 MTHU000176,
BINARY SubClassOf MTHU000177 MTHU000224
BINARY is MTHU000189 Class
BINARY SubClassOf MTHU000189 MTHU000072
BINARY is MTHU000190 Class
BINARY is MTHU000195 Class
BINARY SubClassOf MTHU000195 MTHU000052
BINARY is MTHU000203 Class
BINARY SubClassOf MTHU000203 MTHU000012
BINARY is MTHU000204 Class
BINARY SubClassOf MTHU000204 MTHU000012
BINARY is MTHU000205 Class
BINARY SubClassOf MTHU000205 MTHU000012
BINARY is MTHU000206 Class
BINARY SubClassOf MTHU000206 MTHU000012
BINARY is MTHU000207 Class
BINARY SubClassOf MTHU000207 MTHU000012
BINARY is MTHU000208 Class
BINARY SubClassOf MTHU000208 MTHU000012
BINARY is MTHU000209 Class
