BINARY is sep# ObjectProperty
BINARY is UO_0000062 Class
BINARY is UO_0000063 Class
BINARY is UO_0000098 Class
BINARY is UO_0000101 Class
BINARY is UO_0000165 Class
BINARY DisjointWith UO_0000165 sep_00092
BINARY is UO_0000173 Class
BINARY is UO_0000176 Class
BINARY is UO_0000187 Class
BINARY is UO_0000205 Class
BINARY is sep_00003 Class
BINARY is sep_00013 Class
BINARY SubClassOf sep_00013 sep_00078
BINARY is sep_00029 Class
BINARY is sep_00037 Class
BINARY SubClassOf sep_00037 sep_00029
BINARY is sep_00038 Class
BINARY SubClassOf sep_00038 sep_00037
BINARY is sep_00039 Class
BINARY SubClassOf sep_00039 sep_00037
BINARY is sep_00040 Class
BINARY SubClassOf sep_00040 sep_00037
BINARY is sep_00042 Class
BINARY SubClassOf sep_00042 sep_00029
BINARY is sep_00044 Class
BINARY is sep_00046 Class
BINARY SubClassOf sep_00046 sep_00044
BINARY is sep_00048 Class
BINARY is sep_00054 Class
BINARY SubClassOf sep_00054 sep_00048
BINARY is sep_00062 Class
BINARY is sep_00070 Class
BINARY SubClassOf sep_00070 sep_00062
BINARY is sep_00072 Class
BINARY SubClassOf sep_00072 sep_00003
BINARY is sep_00074 Class
BINARY SubClassOf sep_00074 sep_00072
BINARY is sep_00075 Class
BINARY SubClassOf sep_00075 sep_00072
BINARY is sep_00076 Class
BINARY SubClassOf sep_00076 sep_00072
BINARY is sep_00077 Class
BINARY SubClassOf sep_00077 sep_00074
BINARY is sep_00078 Class
BINARY SubClassOf sep_00078 sep_00077
BINARY is sep_00079 Class
BINARY SubClassOf sep_00079 sep_00078
BINARY is sep_00081 Class
BINARY SubClassOf sep_00081 sep_00079
BINARY is sep_00086 Class
BINARY SubClassOf sep_00086 sep_00013
BINARY is sep_00088 Class
BINARY SubClassOf sep_00088 sep_00078
BINARY is sep_00089 Class
BINARY SubClassOf sep_00089 sep_00078
BINARY is sep_00091 Class
BINARY SubClassOf sep_00091 sep_00078
BINARY is sep_00092 Class
BINARY SubClassOf sep_00092 sep_00075
BINARY DisjointWith sep_00092 UO_0000165
BINARY is sep_00093 Class
BINARY SubClassOf sep_00093 sep_00075
BINARY is sep_00094 Class
BINARY SubClassOf sep_00094 sep_00075
BINARY is sep_00095 Class
BINARY SubClassOf sep_00095 sep_00075
BINARY is sep_00096 Class
BINARY SubClassOf sep_00096 sep_00075
BINARY is sep_00097 Class
BINARY SubClassOf sep_00097 sep_00075
BINARY is sep_00098 Class
BINARY SubClassOf sep_00098 sep_00075
BINARY is sep_00099 Class
BINARY SubClassOf sep_00099 sep_00096
BINARY is sep_00100 Class
BINARY SubClassOf sep_00100 sep_00096
BINARY is sep_00103 Class
BINARY SubClassOf sep_00103 sep_00076
BINARY is sep_00104 Class
BINARY SubClassOf sep_00104 sep_00076
BINARY is sep_00105 Class
BINARY SubClassOf sep_00105 sep_00076
BINARY is sep_00106 Class
BINARY SubClassOf sep_00106 sep_00076
BINARY is sep_00107 Class
BINARY SubClassOf sep_00107 sep_00076
BINARY is sep_00110 Class
BINARY SubClassOf sep_00110 sep_00076
BINARY is sep_00111 Class
BINARY SubClassOf sep_00111 sep_00076
BINARY is sep_00112 Class
BINARY SubClassOf sep_00112 sep_00076
BINARY is sep_00113 Class
BINARY SubClassOf sep_00113 sep_00076
BINARY is sep_00114 Class
BINARY SubClassOf sep_00114 sep_00104,
BINARY is has_units_some_UO_0000062, sep#
BINARY is has_units_some_UO_0000063, sep#
BINARY is has_units_some_UO_0000098, sep#
BINARY is has_units_some_UO_0000101, sep#
BINARY is has_units_some_UO_0000165, sep#
BINARY is has_units_some_UO_0000173, sep#
BINARY is has_units_some_UO_0000176, sep#
BINARY is has_units_some_UO_0000187, sep#
BINARY is has_units_some_UO_0000205 sep#
BINARY is sep_00115 Class
BINARY SubClassOf sep_00115 sep_00106
BINARY is sep_00116 Class
BINARY SubClassOf sep_00116 sep_00106
BINARY is sep_00117 Class
BINARY SubClassOf sep_00117 sep_00115
BINARY is sep_00118 Class
BINARY SubClassOf sep_00118 sep_00115
BINARY is sep_00119 Class
BINARY SubClassOf sep_00119 sep_00115
BINARY is sep_00127 Class
BINARY SubClassOf sep_00127 sep_00110
BINARY is sep_00128 Class
BINARY SubClassOf sep_00128 sep_00127
BINARY is sep_00129 Class
BINARY SubClassOf sep_00129 sep_00127
BINARY is sep_00130 Class
BINARY SubClassOf sep_00130 sep_00129
BINARY is sep_00132 Class
BINARY SubClassOf sep_00132 sep_00111
BINARY is sep_00133 Class
BINARY SubClassOf sep_00133 sep_00111
BINARY is sep_00134 Class
BINARY SubClassOf sep_00134 sep_00112
BINARY is sep_00135 Class
BINARY SubClassOf sep_00135 sep_00112
BINARY is sep_00136 Class
BINARY SubClassOf sep_00136 sep_00076
BINARY is sep_00137 Class
BINARY SubClassOf sep_00137 sep_00136,
BINARY is has_units_some_UO_0000062, sep#
