www.w3.org/2000/01/-schema# is AnnotationProperty.
string is Datatype.
BFO 0000050 is ObjectProperty.
BFO 0000051 is ObjectProperty.
BFO 0000066 is ObjectProperty.
CL 4030044 is ObjectProperty.
CL 4030046 is ObjectProperty.
GOREL 0012006 is ObjectProperty.
RO 0000053 is ObjectProperty.
RO 0000057 is ObjectProperty.
RO 0001025 is ObjectProperty.
RO 0002007 is ObjectProperty.
RO 0002010 is ObjectProperty.
RO 0002100 is ObjectProperty.
RO 0002104 is ObjectProperty.
RO 0002160 is ObjectProperty.
RO 0002162 is ObjectProperty.
RO 0002202 is ObjectProperty.
RO 0002211 is ObjectProperty.
RO 0002212 is ObjectProperty.
RO 0002213 is ObjectProperty.
RO 0002215 is ObjectProperty.
RO 0002216 is ObjectProperty.
RO 0002224 is ObjectProperty.
RO 0002296 is ObjectProperty.
RO 0002298 is ObjectProperty.
RO 0002299 is ObjectProperty.
RO 0002332 is ObjectProperty.
RO 0002338 is ObjectProperty.
RO 0002339 is ObjectProperty.
RO 0002342 is ObjectProperty.
RO 0002343 is ObjectProperty.
RO 0002348 is ObjectProperty.
RO 0002349 is ObjectProperty.
RO 0002353 is ObjectProperty.
RO 0002355 is ObjectProperty.
RO 0002356 is ObjectProperty.
RO 0002565 is ObjectProperty.
RO 0002578 is ObjectProperty.
RO 0002588 is ObjectProperty.
RO 0002590 is ObjectProperty.
RO 0002591 is ObjectProperty.
RO 0002592 is ObjectProperty.
RO 0002608 is ObjectProperty.
RO 0002629 is ObjectProperty.
RO 0002630 is ObjectProperty.
RO 0004008 is ObjectProperty.
RO 0004009 is ObjectProperty.
RO 0012003 is ObjectProperty.
RO 0012008 is ObjectProperty.
RO 0012013 is ObjectProperty.
RO 0012014 is ObjectProperty.
BFO 0000002 is Class.
CHEBI 10415 is Class.
CHEBI 10986 is Class.
CHEBI 11641 is Class.
CHEBI 11851 is Class.
CHEBI 11935 is Class.
CHEBI 12777 is Class.
CHEBI 128769 is Class.
CHEBI 12936 is Class.
CHEBI 13193 is Class.
CHEBI 132124 is Class.
CHEBI 132297 is Class.
CHEBI 134249 is Class.
CHEBI 136712 is Class.
CHEBI 136798 is Class.
CHEBI 136989 is Class.
CHEBI 13705 is Class.
CHEBI 137976 is Class.
CHEBI 139493 is Class.
CHEBI 140347 is Class.
CHEBI 140395 is Class.
CHEBI 140523 is Class.
CHEBI 142864 is Class.
CHEBI 142939 is Class.
CHEBI 14321 is Class.
CHEBI 149484 is Class.
CHEBI 15036 is Class.
CHEBI 15343 is Class.
CHEBI 15347 is Class.
CHEBI 15354 is Class.
CHEBI 15355 is Class.
CHEBI 15358 is Class.
CHEBI 15361 is Class.
CHEBI 15377 is Class.
CHEBI 15378 is Class.
CHEBI 15379 is Class.
CHEBI 15589 is Class.
CHEBI 15595 is Class.
CHEBI 156132 is Class.
CHEBI 156548 is Class.
CHEBI 15710 is Class.
CHEBI 15740 is Class.
CHEBI 15759 is Class.
CHEBI 15889 is Class.
CHEBI 16007 is Class.
CHEBI 16016 is Class.
CHEBI 16091 is Class.
CHEBI 16113 is Class.
CHEBI 16150 is Class.
CHEBI 16182 is Class.
CHEBI 16189 is Class.
CHEBI 16199 is Class.
CHEBI 16204 is Class.
CHEBI 16217 is Class.
CHEBI 16236 is Class.
CHEBI 1624 is Class.
CHEBI 16240 is Class.
CHEBI 16247 is Class.
CHEBI 16292 is Class.
CHEBI 16301 is Class.
CHEBI 16335 is Class.
CHEBI 16374 is Class.
CHEBI 16382 is Class.
CHEBI 16389 is Class.
CHEBI 16412 is Class.
CHEBI 16450 is Class.
CHEBI 16452 is Class.
CHEBI 16480 is Class.
CHEBI 16526 is Class.
CHEBI 16537 is Class.
CHEBI 16551 is Class.
CHEBI 16563 is Class.
CHEBI 16615 is Class.
CHEBI 16634 is Class.
CHEBI 16646 is Class.
CHEBI 16659 is Class.
CHEBI 16688 is Class.
CHEBI 16704 is Class.
CHEBI 16730 is Class.
CHEBI 16763 is Class.
CHEBI 16768 is Class.
CHEBI 167890 is Class.
CHEBI 16793 is Class.
CHEBI 16808 is Class.
CHEBI 16810 is Class.
CHEBI 16822 is Class.
CHEBI 16827 is Class.
CHEBI 16842 is Class.
CHEBI 16881 is Class.
CHEBI 16899 is Class.
CHEBI 16907 is Class.
CHEBI 16933 is Class.
CHEBI 16947 is Class.
CHEBI 16962 is Class.
CHEBI 16973 is Class.
CHEBI 17026 is Class.
CHEBI 17029 is Class.
CHEBI 17051 is Class.
CHEBI 17087 is Class.
CHEBI 17089 is Class.
CHEBI 17097 is Class.
CHEBI 17158 is Class.
CHEBI 17172 is Class.
CHEBI 17245 is Class.
CHEBI 17272 is Class.
CHEBI 17306 is Class.
CHEBI 17310 is Class.
CHEBI 173116 is Class.
CHEBI 17319 is Class.
CHEBI 17327 is Class.
CHEBI 17332 is Class.
CHEBI 17347 is Class.
CHEBI 17359 is Class.
CHEBI 17378 is Class.
CHEBI 17439 is Class.
CHEBI 17441 is Class.
CHEBI 17478 is Class.
CHEBI 17499 is Class.
CHEBI 17544 is Class.
CHEBI 17563 is Class.
CHEBI 175763 is Class.
CHEBI 17579 is Class.
CHEBI 17632 is Class.
CHEBI 17650 is Class.
CHEBI 17698 is Class.
CHEBI 17748 is Class.
CHEBI 17750 is Class.
CHEBI 17754 is Class.
CHEBI 17757 is Class.
CHEBI 17772 is Class.
CHEBI 17790 is Class.
CHEBI 17839 is Class.
CHEBI 17854 is Class.
CHEBI 17855 is Class.
CHEBI 17879 is Class.
CHEBI 17968 is Class.
CHEBI 17976 is Class.
CHEBI 17992 is Class.
CHEBI 17996 is Class.
CHEBI 17997 is Class.
CHEBI 18036 is Class.
CHEBI 18041 is Class.
CHEBI 18059 is Class.
CHEBI 18067 is Class.
CHEBI 18133 is Class.
CHEBI 18153 is Class.
CHEBI 18154 is Class.
CHEBI 18212 is Class.
CHEBI 18310 is Class.
CHEBI 18320 is Class.
CHEBI 18385 is Class.
CHEBI 18391 is Class.
CHEBI 18407 is Class.
CHEBI 18420 is Class.
CHEBI 18421 is Class.
CHEBI 18422 is Class.
CHEBI 18723 is Class.
CHEBI 193089 is Class.
CHEBI 194491 is Class.
CHEBI 22191 is Class.
CHEBI 22315 is Class.
CHEBI 22632 is Class.
CHEBI 22907 is Class.
CHEBI 22921 is Class.
CHEBI 23053 is Class.
CHEBI 23378 is Class.
CHEBI 23453 is Class.
CHEBI 23527 is Class.
CHEBI 23872 is Class.
CHEBI 23906 is Class.
CHEBI 23965 is Class.
CHEBI 24250 is Class.
CHEBI 24261 is Class.
CHEBI 24278 is Class.
CHEBI 24646 is Class.
CHEBI 24814 is Class.
CHEBI 24848 is Class.
CHEBI 24866 is Class.
CHEBI 24867 is Class.
CHEBI 24875 is Class.
CHEBI 24921 is Class.
CHEBI 25213 is Class.
CHEBI 25255 is Class.
CHEBI 25354 is Class.
CHEBI 25516 is Class.
CHEBI 25698 is Class.
CHEBI 25806 is Class.
CHEBI 25812 is Class.
CHEBI 25905 is Class.
CHEBI 26004 is Class.
CHEBI 26271 is Class.
CHEBI 26333 is Class.
CHEBI 26446 is Class.
CHEBI 26523 is Class.
CHEBI 26546 is Class.
CHEBI 26707 is Class.
CHEBI 26764 is Class.
CHEBI 2679 is Class.
CHEBI 26833 is Class.
CHEBI 2700 is Class.
CHEBI 27082 is Class.
CHEBI 27300 is Class.
CHEBI 27306 is Class.
CHEBI 27570 is Class.
CHEBI 27584 is Class.
CHEBI 2762 is Class.
CHEBI 27641 is Class.
CHEBI 27656 is Class.
CHEBI 27666 is Class.
CHEBI 27732 is Class.
CHEBI 27881 is Class.
CHEBI 27899 is Class.
CHEBI 28044 is Class.
CHEBI 28053 is Class.
CHEBI 28093 is Class.
CHEBI 28119 is Class.
CHEBI 28201 is Class.
CHEBI 28262 is Class.
CHEBI 28304 is Class.
CHEBI 28328 is Class.
CHEBI 28384 is Class.
CHEBI 28433 is Class.
CHEBI 28498 is Class.
CHEBI 28600 is Class.
CHEBI 28619 is Class.
CHEBI 28640 is Class.
CHEBI 28689 is Class.
CHEBI 28757 is Class.
CHEBI 28787 is Class.
CHEBI 28817 is Class.
CHEBI 28868 is Class.
CHEBI 28869 is Class.
CHEBI 28894 is Class.
CHEBI 28938 is Class.
CHEBI 29014 is Class.
CHEBI 29032 is Class.
CHEBI 29033 is Class.
CHEBI 29034 is Class.
CHEBI 29035 is Class.
CHEBI 29036 is Class.
CHEBI 29067 is Class.
CHEBI 29101 is Class.
CHEBI 29103 is Class.
CHEBI 29105 is Class.
CHEBI 29108 is Class.
CHEBI 29242 is Class.
CHEBI 29256 is Class.
CHEBI 29484 is Class.
CHEBI 29678 is Class.
CHEBI 29748 is Class.
CHEBI 29864 is Class.
CHEBI 29919 is Class.
CHEBI 29950 is Class.
CHEBI 29973 is Class.
CHEBI 29985 is Class.
CHEBI 29986 is Class.
CHEBI 29999 is Class.
CHEBI 30031 is Class.
CHEBI 30089 is Class.
CHEBI 30212 is Class.
CHEBI 30245 is Class.
CHEBI 30313 is Class.
CHEBI 30411 is Class.
CHEBI 30477 is Class.
CHEBI 30563 is Class.
CHEBI 305790 is Class.
CHEBI 30612 is Class.
CHEBI 30616 is Class.
CHEBI 30762 is Class.
CHEBI 30823 is Class.
CHEBI 30879 is Class.
CHEBI 30909 is Class.
CHEBI 30911 is Class.
CHEBI 3098 is Class.
CHEBI 31697 is Class.
CHEBI 32372 is Class.
CHEBI 32395 is Class.
CHEBI 32544 is Class.
CHEBI 32551 is Class.
CHEBI 326268 is Class.
CHEBI 32682 is Class.
CHEBI 32689 is Class.
CHEBI 32892 is Class.
CHEBI 32952 is Class.
CHEBI 33019 is Class.
CHEBI 33101 is Class.
CHEBI 33216 is Class.
CHEBI 33234 is Class.
CHEBI 33567 is Class.
CHEBI 33568 is Class.
CHEBI 33737 is Class.
CHEBI 33738 is Class.
CHEBI 33832 is Class.
CHEBI 33848 is Class.
CHEBI 34317 is Class.
CHEBI 34342 is Class.
CHEBI 34779 is Class.
CHEBI 34892 is Class.
CHEBI 34905 is Class.
CHEBI 350546 is Class.
CHEBI 35146 is Class.
CHEBI 35169 is Class.
CHEBI 35179 is Class.
CHEBI 35190 is Class.
CHEBI 35235 is Class.
CHEBI 35238 is Class.
CHEBI 35346 is Class.
CHEBI 35381 is Class.
CHEBI 35404 is Class.
CHEBI 35418 is Class.
CHEBI 35584 is Class.
CHEBI 356010 is Class.
CHEBI 35615 is Class.
CHEBI 35627 is Class.
CHEBI 35915 is Class.
CHEBI 35923 is Class.
CHEBI 35940 is Class.
CHEBI 36233 is Class.
CHEBI 36615 is Class.
CHEBI 36655 is Class.
CHEBI 36699 is Class.
CHEBI 37537 is Class.
CHEBI 37563 is Class.
CHEBI 37565 is Class.
CHEBI 37568 is Class.
CHEBI 37586 is Class.
CHEBI 37684 is Class.
CHEBI 37721 is Class.
CHEBI 38028 is Class.
CHEBI 38290 is Class.
CHEBI 38755 is Class.
CHEBI 39352 is Class.
CHEBI 39447 is Class.
CHEBI 3962 is Class.
CHEBI 40036 is Class.
CHEBI 4031 is Class.
CHEBI 40822 is Class.
CHEBI 40910 is Class.
CHEBI 40968 is Class.
CHEBI 41218 is Class.
CHEBI 4167 is Class.
CHEBI 41808 is Class.
