is(www.w3.org/2000/01/-schema#,AnnotationProperty):1.0
is(string,Datatype):1.0
is(EBI-3842998,Class):1.0
SubClassOf(EBI-3842998,MI_0570):1.0
is(EBI-3863057,Class):1.0
SubClassOf(EBI-3863057,MI_0213):1.0
is(EBI-4412697,Class):1.0
SubClassOf(EBI-4412697,MI_0213):1.0
is(EBI-5277246,Class):1.0
SubClassOf(EBI-5277246,MI_0557):1.0
is(EBI-6256328,Class):1.0
SubClassOf(EBI-6256328,MI_0570):1.0
is(EBI-6289085,Class):1.0
SubClassOf(EBI-6289085,MI_0883):1.0
is(EBI-6466219,Class):1.0
SubClassOf(EBI-6466219,MI_0197):1.0
is(EBI-6692328,Class):1.0
SubClassOf(EBI-6692328,MI_1126):1.0
is(EBI-79786,Class):1.0
SubClassOf(EBI-79786,MI_0213):1.0
is(EBI-8588848,Class):1.0
SubClassOf(EBI-8588848,MI_0194):1.0
is(EBI-9698066,Class):1.0
SubClassOf(EBI-9698066,MI_0567):1.0
is(GO_0000036,Class):1.0
SubClassOf(GO_0000036,GO_0044620):1.0
is(GO_0000048,Class):1.0
SubClassOf(GO_0000048,GO_0016755):1.0
is(GO_0000062,Class):1.0
SubClassOf(GO_0000062,GO_0050662):1.0
is(GO_0000099,Class):1.0
is(GO_0000104,Class):1.0
SubClassOf(GO_0000104,GO_0016627):1.0
is(GO_0000120,Class):1.0
is(GO_0000122,Class):1.0
is(GO_0000123,Class):1.0
is(GO_0000133,Class):1.0
is(GO_0000142,Class):1.0
SubClassOf(GO_0000142,GO_0005826):1.0
is(GO_0000152,Class):1.0
is(GO_0000166,Class):1.0
is(GO_0000246,Class):1.0
SubClassOf(GO_0000246,GO_0016628):1.0
is(GO_0000257,Class):1.0
SubClassOf(GO_0000257,GO_0016815):1.0
is(GO_0000268,Class):1.0
is(GO_0000307,Class):1.0
is(GO_0000311,Class):1.0
is(GO_0000328,Class):1.0
SubClassOf(GO_0000328,GO_0005775):1.0
is(GO_0000418,Class):1.0
SubClassOf(GO_0000418,GO_0044451,):1.0
SubClassOf(GO_0000418,GO_0055029):1.0
is(GO_0000776,Class):1.0
is(GO_0000777,Class):1.0
SubClassOf(GO_0000777,GO_0000776):1.0
is(GO_0000778,Class):1.0
SubClassOf(GO_0000778,GO_0000777):1.0
is(GO_0000785,Class):1.0
is(GO_0000803,Class):1.0
is(GO_0000806,Class):1.0
