is(double,Datatype):1.0
is(BFO_0000050,ObjectProperty):1.0
is(BFO_0000053,ObjectProperty):1.0
is(BFO_0000071,ObjectProperty):1.0
is(IAO_0000039,ObjectProperty):1.0
is(www.obofoundry.org/ro/ro.#,ObjectProperty):1.0
is(OBI_0001937,DataProperty):1.0
is(BFO_0000016,Class):1.0
is(CHEBI_100241,Class):1.0
is(CHEBI_10082,Class):1.0
is(CHEBI_10100,Class):1.0
is(CHEBI_10110,Class):1.0
is(CHEBI_10124,Class):1.0
is(CHEBI_10127,Class):1.0
is(CHEBI_101278,Class):1.0
is(CHEBI_102166,Class):1.0
is(CHEBI_102265,Class):1.0
is(CHEBI_102524,Class):1.0
is(CHEBI_10607,Class):1.0
is(CHEBI_10650,Class):1.0
is(CHEBI_107736,Class):1.0
is(CHEBI_110423,Class):1.0
is(CHEBI_113451,Class):1.0
is(CHEBI_114785,Class):1.0
is(CHEBI_114786,Class):1.0
is(CHEBI_116735,Class):1.0
is(CHEBI_119486,Class):1.0
is(CHEBI_119915,Class):1.0
is(CHEBI_125,Class):1.0
is(CHEBI_127342,Class):1.0
is(CHEBI_12777,Class):1.0
is(CHEBI_131383,Class):1.0
is(CHEBI_131389,Class):1.0
is(CHEBI_131526,Class):1.0
is(CHEBI_131527,Class):1.0
is(CHEBI_131762,Class):1.0
is(CHEBI_132106,Class):1.0
is(CHEBI_132153,Class):1.0
is(CHEBI_132230,Class):1.0
is(CHEBI_132943,Class):1.0
is(CHEBI_133021,Class):1.0
is(CHEBI_133326,Class):1.0
is(CHEBI_133833,Class):1.0
is(CHEBI_134718,Class):1.0
is(CHEBI_134743,Class):1.0
is(CHEBI_134750,Class):1.0
is(CHEBI_134760,Class):1.0
is(CHEBI_134761,Class):1.0
is(CHEBI_134765,Class):1.0
is(CHEBI_134779,Class):1.0
is(CHEBI_134798,Class):1.0
is(CHEBI_134813,Class):1.0
is(CHEBI_134865,Class):1.0
is(CHEBI_134884,Class):1.0
is(CHEBI_135005,Class):1.0
is(CHEBI_135047,Class):1.0
is(CHEBI_135074,Class):1.0
is(CHEBI_135075,Class):1.0
is(CHEBI_135114,Class):1.0
is(CHEBI_135118,Class):1.0
is(CHEBI_135136,Class):1.0
is(CHEBI_135163,Class):1.0
is(CHEBI_135165,Class):1.0
is(CHEBI_135180,Class):1.0
is(CHEBI_135183,Class):1.0
is(CHEBI_135207,Class):1.0
is(CHEBI_135228,Class):1.0
is(CHEBI_135231,Class):1.0
is(CHEBI_135276,Class):1.0
is(CHEBI_135288,Class):1.0
is(CHEBI_135310,Class):1.0
is(CHEBI_135361,Class):1.0
is(CHEBI_135423,Class):1.0
is(CHEBI_135429,Class):1.0
is(CHEBI_135446,Class):1.0
is(CHEBI_135492,Class):1.0
is(CHEBI_135493,Class):1.0
is(CHEBI_135499,Class):1.0
is(CHEBI_135515,Class):1.0
is(CHEBI_135517,Class):1.0
is(CHEBI_135530,Class):1.0
is(CHEBI_135533,Class):1.0
is(CHEBI_135538,Class):1.0
is(CHEBI_135554,Class):1.0
is(CHEBI_135581,Class):1.0
is(CHEBI_135590,Class):1.0
is(CHEBI_135602,Class):1.0
is(CHEBI_135611,Class):1.0
is(CHEBI_135612,Class):1.0
is(CHEBI_135630,Class):1.0
is(CHEBI_135639,Class):1.0
is(CHEBI_135699,Class):1.0
is(CHEBI_135726,Class):1.0
is(CHEBI_135756,Class):1.0
is(CHEBI_135791,Class):1.0
is(CHEBI_135832,Class):1.0
is(CHEBI_135845,Class):1.0
is(CHEBI_135910,Class):1.0
is(CHEBI_135922,Class):1.0
is(CHEBI_135934,Class):1.0
is(CHEBI_135939,Class):1.0
is(CHEBI_135986,Class):1.0
is(CHEBI_135989,Class):1.0
is(CHEBI_136014,Class):1.0
is(CHEBI_137881,Class):1.0
is(CHEBI_140503,Class):1.0
is(CHEBI_140618,Class):1.0
is(CHEBI_140621,Class):1.0
is(CHEBI_141517,Class):1.0
is(CHEBI_145232,Class):1.0
is(CHEBI_147675,Class):1.0
is(CHEBI_149634,Class):1.0
is(CHEBI_149773,Class):1.0
is(CHEBI_150326,Class):1.0
is(CHEBI_15347,Class):1.0
is(CHEBI_15354,Class):1.0
is(CHEBI_15356,Class):1.0
is(CHEBI_15365,Class):1.0
is(CHEBI_15366,Class):1.0
is(CHEBI_15367,Class):1.0
is(CHEBI_15377,Class):1.0
is(CHEBI_15407,Class):1.0
is(CHEBI_15409,Class):1.0
is(CHEBI_15428,Class):1.0
is(CHEBI_15440,Class):1.0
is(CHEBI_15443,Class):1.0
is(CHEBI_15544,Class):1.0
is(CHEBI_15551,Class):1.0
is(CHEBI_15552,Class):1.0
is(CHEBI_15640,Class):1.0
is(CHEBI_156496,Class):1.0
is(CHEBI_15676,Class):1.0
is(CHEBI_15741,Class):1.0
is(CHEBI_15765,Class):1.0
is(CHEBI_15882,Class):1.0
is(CHEBI_15891,Class):1.0
is(CHEBI_15940,Class):1.0
is(CHEBI_15948,Class):1.0
is(CHEBI_15956,Class):1.0
is(CHEBI_16000,Class):1.0
is(CHEBI_16109,Class):1.0
is(CHEBI_16113,Class):1.0
is(CHEBI_16125,Class):1.0
is(CHEBI_16134,Class):1.0
is(CHEBI_16150,Class):1.0
is(CHEBI_16163,Class):1.0
is(CHEBI_16199,Class):1.0
is(CHEBI_16204,Class):1.0
is(CHEBI_16236,Class):1.0
is(CHEBI_16240,Class):1.0
is(CHEBI_16335,Class):1.0
is(CHEBI_16347,Class):1.0
is(CHEBI_164200,Class):1.0
is(CHEBI_16436,Class):1.0
is(CHEBI_16449,Class):1.0
is(CHEBI_16454,Class):1.0
is(CHEBI_16480,Class):1.0
is(CHEBI_165211,Class):1.0
is(CHEBI_16526,Class):1.0
is(CHEBI_16586,Class):1.0
is(CHEBI_16664,Class):1.0
is(CHEBI_16684,Class):1.0
is(CHEBI_166975,Class):1.0
is(CHEBI_16708,Class):1.0
is(CHEBI_16709,Class):1.0
is(CHEBI_16714,Class):1.0
is(CHEBI_16737,Class):1.0
is(CHEBI_16742,Class):1.0
is(CHEBI_167574,Class):1.0
is(CHEBI_167626,Class):1.0
is(CHEBI_16794,Class):1.0
is(CHEBI_16796,Class):1.0
is(CHEBI_16811,Class):1.0
is(CHEBI_168398,Class):1.0
is(CHEBI_16842,Class):1.0
is(CHEBI_168426,Class):1.0
is(CHEBI_16914,Class):1.0
is(CHEBI_16919,Class):1.0
is(CHEBI_16958,Class):1.0
is(CHEBI_16962,Class):1.0
is(CHEBI_16997,Class):1.0
is(CHEBI_17015,Class):1.0
is(CHEBI_17026,Class):1.0
is(CHEBI_17151,Class):1.0
is(CHEBI_17154,Class):1.0
is(CHEBI_17231,Class):1.0
is(CHEBI_17234,Class):1.0
is(CHEBI_17245,Class):1.0
is(CHEBI_17246,Class):1.0
is(CHEBI_17303,Class):1.0
is(CHEBI_17309,Class):1.0
is(CHEBI_17347,Class):1.0
is(CHEBI_17401,Class):1.0
is(CHEBI_17439,Class):1.0
is(CHEBI_17447,Class):1.0
is(CHEBI_174690,Class):1.0
is(CHEBI_17486,Class):1.0
is(CHEBI_17548,Class):1.0
is(CHEBI_17568,Class):1.0
is(CHEBI_17579,Class):1.0
is(CHEBI_17580,Class):1.0
is(CHEBI_17594,Class):1.0
is(CHEBI_176399,Class):1.0
is(CHEBI_17650,Class):1.0
is(CHEBI_17682,Class):1.0
is(CHEBI_17698,Class):1.0
is(CHEBI_17716,Class):1.0
is(CHEBI_17750,Class):1.0
is(CHEBI_17754,Class):1.0
is(CHEBI_177570,Class):1.0
is(CHEBI_17814,Class):1.0
is(CHEBI_17822,Class):1.0
is(CHEBI_17824,Class):1.0
is(CHEBI_17833,Class):1.0
is(CHEBI_17883,Class):1.0
is(CHEBI_17933,Class):1.0
is(CHEBI_17987,Class):1.0
is(CHEBI_17992,Class):1.0
is(CHEBI_18145,Class):1.0
is(CHEBI_18186,Class):1.0
is(CHEBI_181906,Class):1.0
is(CHEBI_18208,Class):1.0
is(CHEBI_18243,Class):1.0
is(CHEBI_18246,Class):1.0
is(CHEBI_18258,Class):1.0
is(CHEBI_18295,Class):1.0
is(CHEBI_183394,Class):1.0
is(CHEBI_18346,Class):1.0
is(CHEBI_18357,Class):1.0
is(CHEBI_18358,Class):1.0
is(CHEBI_183688,Class):1.0
is(CHEBI_183823,Class):1.0
is(CHEBI_184756,Class):1.0
is(CHEBI_186221,Class):1.0
is(CHEBI_18723,Class):1.0
is(CHEBI_188153,Class):1.0
is(CHEBI_189044,Class):1.0
is(CHEBI_190296,Class):1.0
is(CHEBI_190513,Class):1.0
is(CHEBI_194186,Class):1.0
is(CHEBI_195250,Class):1.0
is(CHEBI_204734,Class):1.0
is(CHEBI_204928,Class):1.0
is(CHEBI_22198,Class):1.0
is(CHEBI_22652,Class):1.0
is(CHEBI_22660,Class):1.0
is(CHEBI_229213,Class):1.0
is(CHEBI_229222,Class):1.0
is(CHEBI_229657,Class):1.0
is(CHEBI_229764,Class):1.0
is(CHEBI_229860,Class):1.0
is(CHEBI_230550,Class):1.0
is(CHEBI_23123,Class):1.0
is(CHEBI_231324,Class):1.0
is(CHEBI_231601,Class):1.0
is(CHEBI_231679,Class):1.0
is(CHEBI_23414,Class):1.0
is(CHEBI_2379,Class):1.0
is(CHEBI_23866,Class):1.0
is(CHEBI_23872,Class):1.0
is(CHEBI_23965,Class):1.0
is(CHEBI_2453,Class):1.0
is(CHEBI_24848,Class):1.0
is(CHEBI_24859,Class):1.0
is(CHEBI_24898,Class):1.0
is(CHEBI_24996,Class):1.0
is(CHEBI_25017,Class):1.0
is(CHEBI_25094,Class):1.0
is(CHEBI_25115,Class):1.0
is(CHEBI_25140,Class):1.0
is(CHEBI_25399,Class):1.0
is(CHEBI_2549,Class):1.0
is(CHEBI_25555,Class):1.0
is(CHEBI_25805,Class):1.0
is(CHEBI_26078,Class):1.0
is(CHEBI_2611,Class):1.0
is(CHEBI_261649,Class):1.0
is(CHEBI_26216,Class):1.0
is(CHEBI_26271,Class):1.0
is(CHEBI_2637,Class):1.0
is(CHEBI_2639,Class):1.0
is(CHEBI_2659,Class):1.0
is(CHEBI_2663,Class):1.0
is(CHEBI_26642,Class):1.0
is(CHEBI_2666,Class):1.0
is(CHEBI_2668,Class):1.0
is(CHEBI_26709,Class):1.0
is(CHEBI_26710,Class):1.0
is(CHEBI_267413,Class):1.0
is(CHEBI_2676,Class):1.0
is(CHEBI_2679,Class):1.0
is(CHEBI_2682,Class):1.0
is(CHEBI_26833,Class):1.0
is(CHEBI_26836,Class):1.0
is(CHEBI_26849,Class):1.0
is(CHEBI_26948,Class):1.0
is(CHEBI_26977,Class):1.0
is(CHEBI_26986,Class):1.0
is(CHEBI_271436,Class):1.0
is(CHEBI_27266,Class):1.0
is(CHEBI_27306,Class):1.0
is(CHEBI_27363,Class):1.0
is(CHEBI_27373,Class):1.0
is(CHEBI_27436,Class):1.0
is(CHEBI_27446,Class):1.0
is(CHEBI_27455,Class):1.0
is(CHEBI_27470,Class):1.0
is(CHEBI_27478,Class):1.0
is(CHEBI_27547,Class):1.0
is(CHEBI_27570,Class):1.0
is(CHEBI_27607,Class):1.0
is(CHEBI_27644,Class):1.0
is(CHEBI_27690,Class):1.0
is(CHEBI_27698,Class):1.0
is(CHEBI_27701,Class):1.0
is(CHEBI_27732,Class):1.0
is(CHEBI_27750,Class):1.0
is(CHEBI_27786,Class):1.0
is(CHEBI_27796,Class):1.0
is(CHEBI_27810,Class):1.0
is(CHEBI_27897,Class):1.0
is(CHEBI_27902,Class):1.0
is(CHEBI_27958,Class):1.0
is(CHEBI_27961,Class):1.0
is(CHEBI_27974,Class):1.0
is(CHEBI_28001,Class):1.0
is(CHEBI_28017,Class):1.0
is(CHEBI_28044,Class):1.0
is(CHEBI_28115,Class):1.0
is(CHEBI_28123,Class):1.0
is(CHEBI_28177,Class):1.0
is(CHEBI_28241,Class):1.0
is(CHEBI_28262,Class):1.0
is(CHEBI_28304,Class):1.0
is(CHEBI_28368,Class):1.0
is(CHEBI_28384,Class):1.0
is(CHEBI_28445,Class):1.0
