BFO_0000050 is ObjectProperty
CARO_0000000 is Class
Thing is www.w3.org/2002/07/#
CARO_0000003 is Class
CARO_0000003 SubClassOf CARO_0000006
CARO_0000004 is Class
CARO_0000004 SubClassOf CARO_0000006
CARO_0000006 is Class
CARO_0000006 SubClassOf CARO_0000000
CARO_0000007 is Class
CARO_0000007 SubClassOf CARO_0000000
CARO_0000008 is Class
CARO_0000008 SubClassOf CARO_0000007
CARO_0000008 DisjointWith VSAO_0000213
CARO_0000009 is Class
CARO_0000009 SubClassOf CARO_0000007
CARO_0000011 is Class
CARO_0000011 SubClassOf CARO_0000054
CARO_0000012 is Class
CARO_0000012 SubClassOf CARO_0000003
CARO_0000013 is Class
CARO_0000014 is Class
CARO_0000014 SubClassOf CARO_0000003,
CARO_0000014 SubClassOf BFO_0000050 some CARO_0000013
CARO_0000019 is Class
CARO_0000019 SubClassOf CARO_0000055,
CARO_0000019 SubClassOf BFO_0000050 some CARO_0000024
CARO_0000021 is Class
CARO_0000021 SubClassOf CARO_0000055
CARO_0000024 is Class
CARO_0000027 is Class
CARO_0000027 SubClassOf CARO_0000048
CARO_0000028 is Class
CARO_0000028 SubClassOf CARO_0000048
CARO_0000029 is Class
CARO_0000029 SubClassOf CARO_0000012
CARO_0000030 is Class
CARO_0000030 SubClassOf CARO_0000012
CARO_0000032 is Class
CARO_0000032 SubClassOf CARO_0000003
CARO_0000040 is Class
CARO_0000040 SubClassOf CARO_0000003
CARO_0000042 is Class
CARO_0000042 SubClassOf CARO_0000003
CARO_0000043 is Class
CARO_0000043 SubClassOf CARO_0000003
CARO_0000045 is Class
CARO_0000045 SubClassOf CARO_0000029
CARO_0000046 is Class
CARO_0000046 SubClassOf CARO_0000029
CARO_0000048 is Class
CARO_0000048 SubClassOf CARO_0000012
CARO_0000054 is Class
CARO_0000055 is Class
CARO_0000055 SubClassOf CARO_0000003
CARO_0000063 is Class
CARO_0000063 SubClassOf CARO_0000004
CARO_0000064 is Class
CARO_0000064 SubClassOf CARO_0000013
CARO_0000065 is Class
CARO_0000065 SubClassOf CARO_0000040
CARO_0000066 is Class
CARO_0000066 SubClassOf CARO_0000043
