R(RO_0000053,is,ObjectProperty)
R(BCIO_005000,is,Class)
R(BCIO_005000,SubClassOf,BFO_0000027)
R(BCIO_006001,is,Class)
R(BCIO_006001,SubClassOf,ENVO_01000254)
R(BCIO_006002,is,Class)
R(BCIO_006002,SubClassOf,BCIO_006001)
R(BCIO_006003,is,Class)
R(BCIO_006003,SubClassOf,BCIO_006001)
R(BCIO_010001,is,Class)
R(BCIO_010002,is,Class)
R(BCIO_010002,EquivalentTo,MF_0000016 and (RO_0000053 some BCIO_010001))
R(BCIO_010002,SubClassOf,MF_0000016)
R(BCIO_010138,is,Class)
R(BCIO_010139,is,Class)
R(BCIO_010139,EquivalentTo,OBI_0000245 and (RO_0000053 some BCIO_010138))
R(BCIO_010139,SubClassOf,OBI_0000245)
R(BCIO_014000,is,Class)
R(BCIO_014000,SubClassOf,BFO_0000027)
R(BCIO_015000,is,Class)
R(BCIO_015000,SubClassOf,BCIO_041000)
R(BCIO_021000,is,Class)
R(BCIO_021000,SubClassOf,IAO_0000088)
R(BCIO_026000,is,Class)
R(BCIO_026000,SubClassOf,ENVO_01000254)
R(BCIO_026001,is,Class)
R(BCIO_026001,SubClassOf,GAZ_00000448)
R(BCIO_026002,is,Class)
R(BCIO_026002,SubClassOf,GAZ_00000448)
R(BCIO_026009,is,Class)
R(BCIO_026009,SubClassOf,OMRSE_00000191)
R(BCIO_026010,is,Class)
R(BCIO_026010,SubClassOf,OMRSE_00000191)
R(BCIO_026013,is,Class)
R(BCIO_026013,SubClassOf,OMRSE_00000191)
R(BCIO_026014,is,Class)
R(BCIO_026014,SubClassOf,OMRSE_00000191)
R(BCIO_026016,is,Class)
R(BCIO_026016,SubClassOf,OMRSE_00000102)
R(BCIO_026017,is,Class)
R(BCIO_026017,SubClassOf,OMRSE_00000102)
R(BCIO_026019,is,Class)
R(BCIO_026019,SubClassOf,OMRSE_00000102)
R(BCIO_026021,is,Class)
R(BCIO_026021,SubClassOf,OMRSE_00000102)
R(BCIO_026022,is,Class)
R(BCIO_026022,SubClassOf,OMRSE_00000062)
R(BCIO_026023,is,Class)
R(BCIO_026023,SubClassOf,BCIO_026022)
R(BCIO_026024,is,Class)
R(BCIO_026024,SubClassOf,OMRSE_00000064)
R(BCIO_026025,is,Class)
R(BCIO_026025,SubClassOf,OMRSE_00000064)
R(BCIO_026026,is,Class)
R(BCIO_026026,SubClassOf,OMRSE_00000064)
R(BCIO_026027,is,Class)
R(BCIO_026027,SubClassOf,BCIO_026022)
R(BCIO_026028,is,Class)
R(BCIO_026028,SubClassOf,BCIO_026022)
R(BCIO_026029,is,Class)
R(BCIO_026029,SubClassOf,OMRSE_00000062)
R(BCIO_026030,is,Class)
R(BCIO_026030,SubClassOf,BCIO_026029)
R(BCIO_026031,is,Class)
R(BCIO_026031,SubClassOf,BCIO_026029)
R(BCIO_026032,is,Class)
R(BCIO_026032,SubClassOf,BCIO_026029)
R(BCIO_026033,is,Class)
R(BCIO_026033,SubClassOf,BCIO_026029)
R(BCIO_026034,is,Class)
R(BCIO_026034,SubClassOf,BCIO_026029)
R(BCIO_026035,is,Class)
R(BCIO_026035,SubClassOf,BCIO_026029)
R(BCIO_026036,is,Class)
R(BCIO_026036,SubClassOf,OMRSE_00000062)
R(BCIO_026037,is,Class)
R(BCIO_026037,SubClassOf,OMRSE_00000062)
R(BCIO_026038,is,Class)
R(BCIO_026038,SubClassOf,OMRSE_00000062)
R(BCIO_026039,is,Class)
R(BCIO_026039,SubClassOf,OMRSE_00000062)
R(BCIO_026040,is,Class)
R(BCIO_026040,SubClassOf,OMRSE_00000062)
R(BCIO_026051,is,Class)
R(BCIO_026051,SubClassOf,OMRSE_00000102)
R(BCIO_027000,is,Class)
R(BCIO_027000,SubClassOf,IAO_0000088)
R(BCIO_029000,is,Class)
R(BCIO_029000,SubClassOf,BCIO_041000)
R(BCIO_031000,is,Class)
R(BCIO_031000,SubClassOf,BCIO_041000)
R(BCIO_036001,is,Class)
R(BCIO_036001,SubClassOf,BFO_0000034)
R(BCIO_041000,is,Class)
R(BCIO_041000,SubClassOf,BFO_0000027)
R(BCIO_050213,is,Class)
R(BCIO_050213,SubClassOf,BCIO_006001)
R(BFO_0000002,is,Class)
R(BFO_0000004,is,Class)
R(BFO_0000004,SubClassOf,BFO_0000002)
R(BFO_0000006,is,Class)
R(BFO_0000016,is,Class)
R(BFO_0000024,is,Class)
R(BFO_0000024,SubClassOf,BFO_0000040)
R(BFO_0000027,is,Class)
