R(www.w3.org/2000/01/-schema#,is,AnnotationProperty)
R(string,is,Datatype)
R(OBO_REL#,is,ObjectProperty)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1006,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1006,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1007,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1007,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1008,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1008,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1012,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1012,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1013,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1013,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1014,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1014,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1015,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1015,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1016,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1016,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1017,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1017,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1018,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1018,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1019,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1019,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1020,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1020,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1021,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1021,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1022,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1022,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1023,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1023,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1024,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1024,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1025,is,Class)
R(www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.1025,SubClassOf,www.semanticweb.org/david/ontologies/2013/0/pathLex.#1.3.6.1.4.1.19376.1.8.2.1.99999)
