R(has_prefix,is,ObjectProperty)
R(UO_0000000,is,Class)
R(UO_0000046,is,Class)
R(Thing,is,www.w3.org/2002/07/#)
R(UO_0000065,is,Class)
R(UO_0000065,EquivalentTo,UO_1000062 and (has_prefix some UO_0000300),)
R(UO_0000065,EquivalentTo,{UO_0000065})
R(UO_0000065,SubClassOf,UO_1000062,)
R(UO_0000065,SubClassOf,has_prefix some UO_0000300)
R(UO_0000066,is,Class)
R(UO_0000066,EquivalentTo,UO_1000062 and (has_prefix some UO_0000302),)
R(UO_0000066,EquivalentTo,{UO_0000066})
R(UO_0000066,SubClassOf,UO_1000062,)
R(UO_0000066,SubClassOf,has_prefix some UO_0000302,)
R(UO_0000066,SubClassOf,has_prefix only ({UO_0000194}))
R(UO_0000068,is,Class)
R(UO_0000068,EquivalentTo,{UO_0000068})
R(UO_0000068,SubClassOf,UO_1000068)
R(UO_0000073,is,Class)
R(UO_0000073,EquivalentTo,UO_1000062 and (has_prefix some UO_0000303),)
R(UO_0000073,EquivalentTo,{UO_0000073})
R(UO_0000073,SubClassOf,UO_1000062,)
R(UO_0000073,SubClassOf,has_prefix some UO_0000303)
R(UO_0000088,is,Class)
R(UO_0000088,EquivalentTo,{UO_0000088})
R(UO_0000088,SubClassOf,UO_1000088)
R(UO_0000090,is,Class)
R(UO_0000090,EquivalentTo,{UO_0000090})
R(UO_0000090,SubClassOf,UO_1000090)
R(UO_0000116,is,Class)
R(UO_0000116,EquivalentTo,{UO_0000116})
R(UO_0000116,SubClassOf,UO_1000116)
R(UO_0000123,is,Class)
R(UO_0000123,EquivalentTo,{UO_0000123})
R(UO_0000123,SubClassOf,UO_1000123)
R(UO_0000134,is,Class)
R(UO_0000134,EquivalentTo,{UO_0000134})
R(UO_0000134,SubClassOf,UO_1000134)
R(UO_0000136,is,Class)
R(UO_0000136,EquivalentTo,{UO_0000136})
R(UO_0000136,SubClassOf,UO_1000136)
R(UO_0000141,is,Class)
R(UO_0000141,EquivalentTo,UO_1000134 and (has_prefix some UO_0000299),)
R(UO_0000141,EquivalentTo,{UO_0000141})
R(UO_0000141,SubClassOf,UO_1000134,)
R(UO_0000141,SubClassOf,has_prefix some UO_0000299)
R(UO_0000144,is,Class)
R(UO_0000144,EquivalentTo,UO_1000137 and (has_prefix some UO_0000300),)
R(UO_0000144,EquivalentTo,{UO_0000144})
R(UO_0000144,SubClassOf,UO_1000137,)
R(UO_0000144,SubClassOf,has_prefix some UO_0000300)
R(UO_0000146,is,Class)
R(UO_0000146,EquivalentTo,UO_1000133 and (has_prefix some UO_0000299),)
R(UO_0000146,EquivalentTo,{UO_0000146})
R(UO_0000146,SubClassOf,UO_1000133,)
R(UO_0000146,SubClassOf,has_prefix some UO_0000299)
R(UO_0000153,is,Class)
R(UO_0000153,EquivalentTo,{UO_0000153})
R(UO_0000153,SubClassOf,UO_1000153)
R(UO_0000156,is,Class)
R(UO_0000156,EquivalentTo,{UO_0000156})
R(UO_0000156,SubClassOf,UO_1000156)
R(UO_0000158,is,Class)
R(UO_0000158,EquivalentTo,{UO_0000158})
R(UO_0000158,SubClassOf,UO_1000158)
R(UO_0000166,is,Class)
R(UO_0000166,SubClassOf,UO_0000186)
R(UO_0000167,is,Class)
R(UO_0000167,EquivalentTo,{UO_0000167})
R(UO_0000167,SubClassOf,UO_1000167)
R(UO_0000168,is,Class)
R(UO_0000168,EquivalentTo,{UO_0000168})
R(UO_0000168,SubClassOf,UO_1000168)
R(UO_0000169,is,Class)
R(UO_0000169,EquivalentTo,{UO_0000169})
R(UO_0000169,SubClassOf,UO_1000169)
R(UO_0000170,is,Class)
R(UO_0000170,EquivalentTo,{UO_0000170})
R(UO_0000170,SubClassOf,UO_1000170)
R(UO_0000171,is,Class)
R(UO_0000171,EquivalentTo,{UO_0000171})
R(UO_0000171,SubClassOf,UO_1000171)
R(UO_0000172,is,Class)
R(UO_0000172,EquivalentTo,{UO_0000172})
R(UO_0000172,SubClassOf,UO_1000172)
R(UO_0000178,is,Class)
R(UO_0000178,EquivalentTo,{UO_0000178})
R(UO_0000178,SubClassOf,UO_1000178)
R(UO_0000186,is,Class)
R(UO_0000186,SubClassOf,UO_0000000)
R(UO_0000187,is,Class)
R(UO_0000189,is,Class)
R(UO_0000189,SubClassOf,UO_0000186)
R(UO_0000190,is,Class)
R(UO_0000190,SubClassOf,UO_0000186)
R(UO_0000192,is,Class)
R(UO_0000192,EquivalentTo,{UO_0000192})
R(UO_0000192,SubClassOf,UO_1000192)
R(UO_0000193,is,Class)
R(UO_0000193,SubClassOf,UO_1000193)
R(UO_0000194,is,Class)
R(UO_0000194,EquivalentTo,{UO_0000194})
R(UO_0000194,SubClassOf,UO_1000194)
R(UO_0000197,is,Class)
R(UO_0000197,EquivalentTo,{UO_0000197})
R(UO_0000197,SubClassOf,UO_1000197)
R(UO_0000203,is,Class)
R(UO_0000203,EquivalentTo,{UO_0000203})
R(UO_0000203,SubClassOf,UO_1000203)
R(UO_0000204,is,Class)
R(UO_0000204,EquivalentTo,{UO_0000204})
R(UO_0000204,SubClassOf,UO_1000204)
R(UO_0000210,is,Class)
R(UO_0000210,EquivalentTo,{UO_0000210})
R(UO_0000210,SubClassOf,UO_1000210)
R(UO_0000211,is,Class)
R(UO_0000211,EquivalentTo,{UO_0000211})
R(UO_0000211,SubClassOf,UO_1000211)
R(UO_0000216,is,Class)
R(UO_0000216,EquivalentTo,{UO_0000216})
R(UO_0000216,SubClassOf,UO_1000216)
R(UO_0000244,is,Class)
R(UO_0000244,EquivalentTo,{UO_0000244})
R(UO_0000244,SubClassOf,UO_1000244)
R(UO_0000286,is,Class)
R(UO_0000286,SubClassOf,UO_0000046)
R(UO_0000287,is,Class)
R(UO_0000287,SubClassOf,UO_0000046)
R(UO_0000288,is,Class)
R(UO_0000288,SubClassOf,UO_0000046)
R(UO_0000289,is,Class)
R(UO_0000289,SubClassOf,UO_0000046)
R(UO_0000290,is,Class)
R(UO_0000290,SubClassOf,UO_0000046)
R(UO_0000291,is,Class)
R(UO_0000291,SubClassOf,UO_0000046)
R(UO_0000292,is,Class)
R(UO_0000292,SubClassOf,UO_0000046)
R(UO_0000293,is,Class)
R(UO_0000293,SubClassOf,UO_0000046)
R(UO_0000294,is,Class)
R(UO_0000294,SubClassOf,UO_0000046)
R(UO_0000295,is,Class)
R(UO_0000295,SubClassOf,UO_0000046)
R(UO_0000296,is,Class)
R(UO_0000296,SubClassOf,UO_0000046)
R(UO_0000297,is,Class)
R(UO_0000297,SubClassOf,UO_0000046)
R(UO_0000298,is,Class)
R(UO_0000298,SubClassOf,UO_0000046)
R(UO_0000299,is,Class)
R(UO_0000299,SubClassOf,UO_0000046)
R(UO_0000300,is,Class)
R(UO_0000300,SubClassOf,UO_0000046)
R(UO_0000302,is,Class)
R(UO_0000302,SubClassOf,UO_0000046)
R(UO_0000302,DisjointWith,{UO_0000194})
R(UO_0000303,is,Class)
R(UO_0000303,SubClassOf,UO_0000046)
R(UO_0000304,is,Class)
R(UO_0000304,SubClassOf,UO_0000046)
R(UO_0000305,is,Class)
R(UO_0000305,SubClassOf,UO_0000046)
R(UO_0000306,is,Class)
R(UO_0000306,SubClassOf,UO_0000046)
R(UO_0000322,is,Class)
R(UO_0000322,SubClassOf,UO_0000186)
R(UO_0000328,is,Class)
R(UO_0000328,SubClassOf,UO_0000244)
R(UO_0000329,is,Class)
