R(www.w3.org/2000/01/-schema#,is,Datatype)
R(hasPart,is,ObjectProperty)
R(isPartOf,is,ObjectProperty)
R(affirmedBy,is,ObjectProperty)
R(affirmedBy,SubPropertyOf,subsequentLegalDecision)
R(affirmedBy,Domain,LegalDecision)
R(affirmedBy,Range,LegalDecision)
R(annotates,is,ObjectProperty)
R(annotates,Domain,Note)
R(court,is,ObjectProperty)
R(court,Domain,LegalDocument)
R(Organization,is,ns.com/foaf/0.1/)
R(degree,is,ObjectProperty)
R(degree,Domain,Thesis)
R(degree,Range,ThesisDegree)
R(organizer,is,ObjectProperty)
R(Event,is,purl.org/NET/c4dm/event.#)
R(Agent,is,ns.com/foaf/0.1/)
R(performer,is,ObjectProperty)
R(performer,Domain,Performance)
R(Agent,is,ns.com/foaf/0.1/)
R(recipient,is,ObjectProperty)
R(recipient,Domain,PersonalCommunicationDocument)
R(Agent,is,ns.com/foaf/0.1/)
R(reversedBy,is,ObjectProperty)
R(reversedBy,SubPropertyOf,subsequentLegalDecision)
R(reversedBy,Domain,LegalDecision)
R(reversedBy,Range,LegalDecision)
R(subsequentLegalDecision,is,ObjectProperty)
R(subsequentLegalDecision,Domain,LegalDecision)
R(subsequentLegalDecision,Range,LegalDecision)
R(SIO_000008,is,ObjectProperty)
R(SIO_000221,is,ObjectProperty)
R(SIO_000230,is,ObjectProperty)
R(generated,is,ObjectProperty)
R(used,is,ObjectProperty)
R(issue,is,DataProperty)
R(issue,SubPropertyOf,issue)
R(argued,is,DataProperty)
R(argued,Domain,LegalDocument)
R(Literal,is,www.w3.org/2000/01/-schema#)
R(chapter,is,DataProperty)
R(chapter,Domain,BookSection)
R(Literal,is,www.w3.org/2000/01/-schema#)
R(issue,is,DataProperty)
R(issue,Domain,Issue)
R(Literal,is,www.w3.org/2000/01/-schema#)
R(1DGeometry,is,Class)
R(1DGeometry,SubClassOf,UnitCellGeometry)
R(1DSolidMechanicsModel,is,Class)
R(3DGeometry,is,Class)
R(<obo,is,Class)
R(<obo,is,Class)
R(<obo,is,Class)
R(<obo,is,Class)
R(Abaqus,is,Class)
R(Abaqus,SubClassOf,SoftwareExecution)
R(Abbreviation,is,Class)
R(Abbreviation,SubClassOf,SIO_000116)
R(AcceleratingVoltage,is,Class)
R(Additive,is,Class)
