R(ECO_9000000,is,ObjectProperty)
R(ECO_0000000,is,Class)
R(ECO_0000001,is,Class)
R(ECO_00000057,is,Class)
R(ECO_0000014,is,Class)
R(ECO_0000027,is,Class)
R(ECO_0000028,is,Class)
R(ECO_0000032,is,Class)
R(ECO_0000032,SubClassOf,ECO_0000207)
R(ECO_0000033,is,Class)
R(ECO_0000034,is,Class)
R(ECO_0000035,is,Class)
R(ECO_0000053,is,Class)
R(ECO_0000060,is,Class)
R(ECO_0000062,is,Class)
R(ECO_0000063,is,Class)
R(ECO_0000067,is,Class)
R(ECO_0000068,is,Class)
R(ECO_0000071,is,Class)
R(ECO_0000075,is,Class)
R(ECO_0000084,is,Class)
R(ECO_0000088,is,Class)
R(ECO_0000101,is,Class)
R(ECO_0000101,SubClassOf,ECO_0000062)
R(ECO_0000110,is,Class)
R(ECO_0000200,is,Class)
R(ECO_0000201,is,Class)
R(ECO_0000202,is,Class)
R(ECO_0000203,is,Class)
R(ECO_0000203,DisjointWith,ECO_0007432)
R(ECO_0000206,is,Class)
R(ECO_0000207,is,Class)
R(ECO_0000207,SubClassOf,ECO_0000206)
R(ECO_0000208,is,Class)
R(ECO_0000209,is,Class)
R(ECO_0000210,is,Class)
R(ECO_0000210,SubClassOf,ECO_0000207)
R(ECO_0000211,is,Class)
R(ECO_0000211,EquivalentTo,ECO_0000208 and (ECO_9000000 some ECO_0000203))
R(ECO_0000211,SubClassOf,ECO_0000208,)
R(ECO_0000211,SubClassOf,ECO_0000209)
R(ECO_0000213,is,Class)
R(ECO_0000213,SubClassOf,ECO_0000501)
R(ECO_0000214,is,Class)
R(ECO_0000215,is,Class)
R(ECO_0000216,is,Class)
R(ECO_0000218,is,Class)
R(ECO_0000221,is,Class)
R(ECO_0000223,is,Class)
R(ECO_0000223,SubClassOf,ECO_0000221)
R(ECO_0000247,is,Class)
R(ECO_0000248,is,Class)
R(ECO_0000248,EquivalentTo,ECO_0000200 and (ECO_9000000 some ECO_0000203))
R(ECO_0000248,SubClassOf,ECO_0000200,)
R(ECO_0000248,SubClassOf,ECO_0000249)
R(ECO_0000249,is,Class)
R(ECO_0000251,is,Class)
R(ECO_0000251,SubClassOf,ECO_0000501)
R(ECO_0000256,is,Class)
R(ECO_0000256,EquivalentTo,ECO_0000202 and (ECO_9000000 some ECO_0000203))
R(ECO_0000256,SubClassOf,ECO_0000202,)
R(ECO_0000256,SubClassOf,ECO_0000249)
R(ECO_0000258,is,Class)
R(ECO_0000258,EquivalentTo,ECO_0000028 and (ECO_9000000 some ECO_0000203))
R(ECO_0000258,SubClassOf,ECO_0000028,)
R(ECO_0000258,SubClassOf,ECO_0000256)
R(ECO_0000259,is,Class)
R(ECO_0000259,SubClassOf,ECO_0000256)
R(ECO_0000261,is,Class)
R(ECO_0000261,SubClassOf,ECO_0000258)
R(ECO_0000263,is,Class)
R(ECO_0000263,SubClassOf,ECO_0000258)
R(ECO_0000265,is,Class)
R(ECO_0000265,EquivalentTo,ECO_0000201 and (ECO_9000000 some ECO_0000203))
R(ECO_0000265,SubClassOf,ECO_0000201,)
R(ECO_0000265,SubClassOf,ECO_0000249)
R(ECO_0000271,is,Class)
R(ECO_0000272,is,Class)
R(ECO_0000272,SubClassOf,ECO_0000101)
R(ECO_0000308,is,Class)
R(ECO_0000313,is,Class)
R(ECO_0000322,is,Class)
R(ECO_0000322,SubClassOf,ECO_0000313)
R(ECO_0000323,is,Class)
R(ECO_0000323,SubClassOf,ECO_0000313)
R(ECO_0000326,is,Class)
R(ECO_0000331,is,Class)
R(ECO_0000331,SubClassOf,ECO_0007825)
R(ECO_0000332,is,Class)
R(ECO_0000332,SubClassOf,ECO_0007825)
R(ECO_0000345,is,Class)
R(ECO_0000355,is,Class)
R(ECO_0000363,is,Class)
R(ECO_0000364,is,Class)
R(ECO_0000364,SubClassOf,ECO_0000363)
R(ECO_0000366,is,Class)
R(ECO_0000366,SubClassOf,ECO_0000363)
R(ECO_0000501,is,Class)
R(ECO_0000501,EquivalentTo,ECO_0000000 and (ECO_9000000 some ECO_0000203))
R(ECO_0000501,SubClassOf,ECO_0000000,)
R(ECO_0000501,SubClassOf,ECO_9000000 some ECO_0000203,)
R(ECO_0000501,SubClassOf,ECO_9000000 some)
R(ECO_0000501,SubClassOf,(ECO_0000203 and ECO_0007432),)
R(ECO_0000501,SubClassOf,ECO_9000000 only ECO_0007432)
R(ECO_000108,is,Class)
R(ECO_0001571,is,Class)
R(ECO_0001572,is,Class)
R(ECO_0001572,EquivalentTo,ECO_0001571 and (ECO_9000000 some ECO_0000203))
R(ECO_0001572,SubClassOf,ECO_0001571,)
R(ECO_0001572,SubClassOf,ECO_0007627)
R(ECO_0001817,is,Class)
R(ECO_0001822,is,Class)
R(ECO_0005001,is,Class)
R(ECO_0005010,is,Class)
R(ECO_0005014,is,Class)
R(ECO_0005017,is,Class)
R(ECO_0005018,is,Class)
