www.w3.org/2000/01/-schema# is AnnotationProperty
string is Datatype
OWLObjectProperty_14181810_684a_4f13_b3f9_26c3524ed73a is ObjectProperty
OWLObjectProperty_14181810_684a_4f13_b3f9_26c3524ed73a Characteristics Functional,
OWLObjectProperty_14181810_684a_4f13_b3f9_26c3524ed73a Characteristics Transitive
OWLObjectProperty_14181810_684a_4f13_b3f9_26c3524ed73a Domain OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_14181810_684a_4f13_b3f9_26c3524ed73a Range OWLClass_df9317bd_11b6_43e7_aee8_9760c6de17d7
OWLObjectProperty_15cb76f8_ec0a_4203_8de7_3e6687029c33 is ObjectProperty
OWLObjectProperty_15cb76f8_ec0a_4203_8de7_3e6687029c33 Characteristics Functional,
OWLObjectProperty_15cb76f8_ec0a_4203_8de7_3e6687029c33 Characteristics Transitive
OWLObjectProperty_15cb76f8_ec0a_4203_8de7_3e6687029c33 Domain OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_15cb76f8_ec0a_4203_8de7_3e6687029c33 Range OWLClass_e9821007_de1b_4ba2_a5cb_0987439759c7
OWLObjectProperty_1a6bc8e0_1e99_45d4_837f_9cc54920f6b7 is ObjectProperty
OWLObjectProperty_1a6bc8e0_1e99_45d4_837f_9cc54920f6b7 Characteristics Functional,
OWLObjectProperty_1a6bc8e0_1e99_45d4_837f_9cc54920f6b7 Characteristics Transitive
OWLObjectProperty_1a6bc8e0_1e99_45d4_837f_9cc54920f6b7 Domain OWLClass_b5ec253b_53ec_4771_82e9_fa3d0d08dd33
OWLObjectProperty_1a6bc8e0_1e99_45d4_837f_9cc54920f6b7 Range OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_5648b1f6_711e_43bb_a96d_6b3dedc06b44 is ObjectProperty
OWLObjectProperty_5648b1f6_711e_43bb_a96d_6b3dedc06b44 Characteristics Functional,
OWLObjectProperty_5648b1f6_711e_43bb_a96d_6b3dedc06b44 Characteristics Transitive
OWLObjectProperty_5648b1f6_711e_43bb_a96d_6b3dedc06b44 Domain OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_5648b1f6_711e_43bb_a96d_6b3dedc06b44 Range OWLClass_6394ecde_b78a_4cc2_aef4_daa9af129e79
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 is ObjectProperty
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 Characteristics Functional,
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 Characteristics Transitive
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 Domain OWLClass_b5ec253b_53ec_4771_82e9_fa3d0d08dd33
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 Range OWLClass_dfb4681b_c696_4855_ae58_c9b26e288e2b
OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8 InverseOf OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908
OWLObjectProperty_bfcd5ce0_ed24_4516_ac5f_ca37ca3759d8 is ObjectProperty
OWLObjectProperty_bfcd5ce0_ed24_4516_ac5f_ca37ca3759d8 Domain OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_bfcd5ce0_ed24_4516_ac5f_ca37ca3759d8 Range OWLClass_82eda1ec_dc79_40a5_85d6_28c4c0f018a9
OWLObjectProperty_d9470c8b_6903_4fb4_9401_7c38db387678 is ObjectProperty
OWLObjectProperty_d9470c8b_6903_4fb4_9401_7c38db387678 Characteristics Functional,
OWLObjectProperty_d9470c8b_6903_4fb4_9401_7c38db387678 Characteristics Transitive
OWLObjectProperty_d9470c8b_6903_4fb4_9401_7c38db387678 Domain OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLObjectProperty_d9470c8b_6903_4fb4_9401_7c38db387678 Range OWLClass_d894c25c_2e73_469f_b535_db82616cb7d7
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 is ObjectProperty
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 Characteristics Functional,
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 Characteristics Transitive
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 Domain OWLClass_dfb4681b_c696_4855_ae58_c9b26e288e2b
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 Range OWLClass_b5ec253b_53ec_4771_82e9_fa3d0d08dd33
OWLObjectProperty_e20a191e_3ec5_40c9_ac39_1a0819770908 InverseOf OWLObjectProperty_a386b655_d0f7_4794_a30a_9f46afa02fe8
OWLClass_1092fbb4_21f3_47be_9ca1_d2e3229bcdb7 is Class
OWLClass_1092fbb4_21f3_47be_9ca1_d2e3229bcdb7 SubClassOf OWLClass_6394ecde_b78a_4cc2_aef4_daa9af129e79
OWLClass_11648835_d4c7_4127_a36f_aae6c8ef5b60 is Class
OWLClass_11648835_d4c7_4127_a36f_aae6c8ef5b60 SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_121f35ad_f599_4bd5_8236_748bf53d7f79 is Class
OWLClass_121f35ad_f599_4bd5_8236_748bf53d7f79 SubClassOf OWLClass_e9821007_de1b_4ba2_a5cb_0987439759c7
OWLClass_13fbd935_e24d_4e08_ba7c_6279dde25065 is Class
OWLClass_13fbd935_e24d_4e08_ba7c_6279dde25065 SubClassOf OWLClass_82eda1ec_dc79_40a5_85d6_28c4c0f018a9
OWLClass_1d423714_9745_4ec2_ad39_7f588e1cdd2a is Class
OWLClass_1d423714_9745_4ec2_ad39_7f588e1cdd2a SubClassOf OWLClass_e9821007_de1b_4ba2_a5cb_0987439759c7
OWLClass_26c959e2_4674_45f2_85e2_5f32ad9a5d0a is Class
OWLClass_26c959e2_4674_45f2_85e2_5f32ad9a5d0a SubClassOf OWLClass_82eda1ec_dc79_40a5_85d6_28c4c0f018a9
OWLClass_31fd6482_60fa_491e_ac9b_e57ac52b0f5b is Class
OWLClass_31fd6482_60fa_491e_ac9b_e57ac52b0f5b SubClassOf OWLClass_d1fda088_adea_49f6_92b9_e1d8fcef035e
OWLClass_3b368437_a6df_4309_837c_3a044ea3fc6f is Class
OWLClass_3b368437_a6df_4309_837c_3a044ea3fc6f SubClassOf OWLClass_df9317bd_11b6_43e7_aee8_9760c6de17d7
OWLClass_3ba545a4_1f81_4a1c_b62b_107b0f09f2f6 is Class
OWLClass_3ba545a4_1f81_4a1c_b62b_107b0f09f2f6 SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_3bbd43f3_a40a_416f_8f9b_23d3ab061f4a is Class
OWLClass_3bbd43f3_a40a_416f_8f9b_23d3ab061f4a SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_4422ddbb_8cec_40fd_a540_7f9161cffba2 is Class
OWLClass_4422ddbb_8cec_40fd_a540_7f9161cffba2 SubClassOf OWLClass_f75f87eb_6e47_4985_a3a8_3cc017e7e423
OWLClass_4dc0841d_b09d_4339_bfda_419e3c2c5a5f is Class
OWLClass_4dc0841d_b09d_4339_bfda_419e3c2c5a5f SubClassOf OWLClass_82eda1ec_dc79_40a5_85d6_28c4c0f018a9
OWLClass_50dc6a1f_6c5f_405b_8a3f_055140a5ae50 is Class
OWLClass_50dc6a1f_6c5f_405b_8a3f_055140a5ae50 SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_5478a604_54f6_4dbf_94ab_3e6ffbdd0e82 is Class
OWLClass_5478a604_54f6_4dbf_94ab_3e6ffbdd0e82 SubClassOf OWLClass_d1fda088_adea_49f6_92b9_e1d8fcef035e
OWLClass_574e6806_26bc_4d8e_a023_94b1240304f9 is Class
OWLClass_574e6806_26bc_4d8e_a023_94b1240304f9 SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_5b93ccde_da1d_4842_b7a2_2cf9b1257175 is Class
OWLClass_5b93ccde_da1d_4842_b7a2_2cf9b1257175 SubClassOf OWLClass_d1fda088_adea_49f6_92b9_e1d8fcef035e
OWLClass_5ee4599f_9f00_49ab_92bb_e1f353cf0cc5 is Class
OWLClass_5ee4599f_9f00_49ab_92bb_e1f353cf0cc5 SubClassOf OWLClass_3ba545a4_1f81_4a1c_b62b_107b0f09f2f6
OWLClass_6394ecde_b78a_4cc2_aef4_daa9af129e79 is Class
OWLClass_6394ecde_b78a_4cc2_aef4_daa9af129e79 SubClassOf OWLClass_f1c07aa8_1d5f_4b33_b0d2_b30a6119f0b9
OWLClass_642d8801_1713_47b7_a3da_1ae0d810e30f is Class
OWLClass_642d8801_1713_47b7_a3da_1ae0d810e30f SubClassOf OWLClass_6394ecde_b78a_4cc2_aef4_daa9af129e79
OWLClass_64f873cc_7355_452c_a951_d6fc6bb6df0b is Class
OWLClass_64f873cc_7355_452c_a951_d6fc6bb6df0b SubClassOf OWLClass_3b368437_a6df_4309_837c_3a044ea3fc6f
OWLClass_679c50dc_bcf6_43cc_b0d9_b28b3122e2cb is Class
OWLClass_679c50dc_bcf6_43cc_b0d9_b28b3122e2cb SubClassOf OWLClass_121f35ad_f599_4bd5_8236_748bf53d7f79
OWLClass_719d7020_2438_4b02_a734_89c0d738d3e6 is Class
OWLClass_719d7020_2438_4b02_a734_89c0d738d3e6 SubClassOf OWLClass_99659f96_b346_4aae_9285_b6acf28d72bd
OWLClass_71aca9ef_d992_43be_a9ab_39c2084636b5 is Class
OWLClass_71aca9ef_d992_43be_a9ab_39c2084636b5 SubClassOf OWLClass_3b368437_a6df_4309_837c_3a044ea3fc6f
OWLClass_76cd3db5_f24f_4a36_b9a6_b7d253515d92 is Class
OWLClass_76cd3db5_f24f_4a36_b9a6_b7d253515d92 SubClassOf OWLClass_ffd9d534_1ee0_446d_b31e_61b9fe406629
OWLClass_7c5c3dfe_3cfe_4885_8a0b_b57bdfe4ba59 is Class
