is(www.w3.org/2000/01/-schema#,AnnotationProperty) = 1.0
is(string,Datatype) = 1.0
is(BFO_0000050,ObjectProperty) = 1.0
is(HAO#,ObjectProperty) = 1.0
is(fig_10781.svg,Class) = 1.0
is(fig_10782.svg,Class) = 1.0
is(fig_10814.svg,Class) = 1.0
is(fig_11220.svg,Class) = 1.0
is(fig_11306.svg,Class) = 1.0
is(fig_11313.svg,Class) = 1.0
is(fig_11627.svg,Class) = 1.0
is(fig_11629.svg,Class) = 1.0
is(fig_11656.svg,Class) = 1.0
is(fig_12497.svg,Class) = 1.0
is(fig_12506.svg,Class) = 1.0
is(fig_12514.svg,Class) = 1.0
is(fig_12616.svg,Class) = 1.0
is(fig_12620.svg,Class) = 1.0
is(fig_12633.svg,Class) = 1.0
is(fig_12655.svg,Class) = 1.0
is(fig_12681.svg,Class) = 1.0
is(fig_12719.svg,Class) = 1.0
is(fig_12728.svg,Class) = 1.0
is(fig_12729.svg,Class) = 1.0
is(fig_12733.svg,Class) = 1.0
is(fig_12757.svg,Class) = 1.0
is(fig_12758.svg,Class) = 1.0
is(fig_12782.svg,Class) = 1.0
is(fig_12790.svg,Class) = 1.0
is(fig_12791.svg,Class) = 1.0
is(fig_12797.svg,Class) = 1.0
is(fig_12806.svg,Class) = 1.0
is(fig_12813.svg,Class) = 1.0
is(fig_12816.svg,Class) = 1.0
is(fig_12842.svg,Class) = 1.0
is(fig_12843.svg,Class) = 1.0
is(fig_12849.svg,Class) = 1.0
is(fig_12945.svg,Class) = 1.0
is(fig_13036.svg,Class) = 1.0
is(fig_13041.svg,Class) = 1.0
is(fig_13050.svg,Class) = 1.0
is(fig_13248.svg,Class) = 1.0
is(fig_13532.svg,Class) = 1.0
is(fig_13534.svg,Class) = 1.0
is(fig_13556.svg,Class) = 1.0
is(fig_13702.svg,Class) = 1.0
is(fig_14248.svg,Class) = 1.0
is(fig_14487.svg,Class) = 1.0
is(fig_14730.svg,Class) = 1.0
is(fig_14734.svg,Class) = 1.0
is(fig_14807.svg,Class) = 1.0
is(fig_14818.svg,Class) = 1.0
is(fig_14903.svg,Class) = 1.0
is(fig_14905.svg,Class) = 1.0
is(fig_15126.svg,Class) = 1.0
is(fig_15127.svg,Class) = 1.0
is(fig_15129.svg,Class) = 1.0
is(fig_15134.svg,Class) = 1.0
is(fig_15135.svg,Class) = 1.0
is(fig_15137.svg,Class) = 1.0
is(fig_15574.svg,Class) = 1.0
is(fig_15584.svg,Class) = 1.0
is(fig_16135.svg,Class) = 1.0
is(fig_16150.svg,Class) = 1.0
is(fig_16155.svg,Class) = 1.0
is(fig_16425.svg,Class) = 1.0
is(fig_16444.svg,Class) = 1.0
is(fig_16445.svg,Class) = 1.0
is(fig_16851.svg,Class) = 1.0
is(fig_16873.svg,Class) = 1.0
is(fig_17072.svg,Class) = 1.0
is(fig_17074.svg,Class) = 1.0
is(fig_17168.svg,Class) = 1.0
is(fig_17171.svg,Class) = 1.0
is(fig_17549.svg,Class) = 1.0
is(fig_17748.svg,Class) = 1.0
is(fig_17755.svg,Class) = 1.0
is(fig_17756.svg,Class) = 1.0
is(fig_17792.svg,Class) = 1.0
is(fig_17796.svg,Class) = 1.0
is(fig_17812.svg,Class) = 1.0
is(fig_17819.svg,Class) = 1.0
is(fig_17907.svg,Class) = 1.0
is(fig_17971.svg,Class) = 1.0
is(fig_17993.svg,Class) = 1.0
is(fig_18078.svg,Class) = 1.0
is(fig_18107.svg,Class) = 1.0
is(fig_18498.svg,Class) = 1.0
is(fig_18507.svg,Class) = 1.0
is(fig_18508.svg,Class) = 1.0
is(fig_21097.svg,Class) = 1.0
is(fig_23604.svg,Class) = 1.0
is(fig_25750.svg,Class) = 1.0
is(fig_25751.svg,Class) = 1.0
is(fig_25785.svg,Class) = 1.0
is(fig_26160.svg,Class) = 1.0
is(fig_26162.svg,Class) = 1.0
is(fig_26165.svg,Class) = 1.0
is(fig_26187.svg,Class) = 1.0
is(fig_27144.svg,Class) = 1.0
is(fig_27146.svg,Class) = 1.0
is(fig_27152.svg,Class) = 1.0
is(fig_27223.svg,Class) = 1.0
is(fig_27231.svg,Class) = 1.0
is(fig_28070.svg,Class) = 1.0
is(fig_28073.svg,Class) = 1.0
is(fig_28085.svg,Class) = 1.0
is(fig_28123.svg,Class) = 1.0
is(fig_28127.svg,Class) = 1.0
is(fig_28135.svg,Class) = 1.0
is(fig_28195.svg,Class) = 1.0
is(fig_28236.svg,Class) = 1.0
is(fig_28240.svg,Class) = 1.0
is(fig_28387.svg,Class) = 1.0
is(fig_28392.svg,Class) = 1.0
is(fig_28429.svg,Class) = 1.0
is(fig_28442.svg,Class) = 1.0
is(fig_28597.svg,Class) = 1.0
is(fig_28602.svg,Class) = 1.0
is(fig_28653.svg,Class) = 1.0
is(fig_29033.svg,Class) = 1.0
is(fig_29037.svg,Class) = 1.0
is(fig_29051.svg,Class) = 1.0
is(fig_29070.svg,Class) = 1.0
is(fig_29101.svg,Class) = 1.0
is(fig_29141.svg,Class) = 1.0
is(fig_29165.svg,Class) = 1.0
is(fig_29200.svg,Class) = 1.0
is(fig_29207.svg,Class) = 1.0
is(fig_29211.svg,Class) = 1.0
is(fig_29237.svg,Class) = 1.0
is(fig_29256.svg,Class) = 1.0
is(fig_29270.svg,Class) = 1.0
is(fig_29273.svg,Class) = 1.0
is(fig_29291.svg,Class) = 1.0
is(fig_29293.svg,Class) = 1.0
is(fig_29297.svg,Class) = 1.0
is(fig_29301.svg,Class) = 1.0
is(fig_29312.svg,Class) = 1.0
is(fig_29319.svg,Class) = 1.0
is(fig_29328.svg,Class) = 1.0
is(fig_29330.svg,Class) = 1.0
is(fig_29335.svg,Class) = 1.0
is(fig_29342.svg,Class) = 1.0
is(fig_29356.svg,Class) = 1.0
is(fig_29366.svg,Class) = 1.0
is(fig_29403.svg,Class) = 1.0
is(fig_29405.svg,Class) = 1.0
is(fig_29421.svg,Class) = 1.0
is(fig_29434.svg,Class) = 1.0
is(fig_29437.svg,Class) = 1.0
is(fig_29451.svg,Class) = 1.0
is(fig_8430.svg,Class) = 1.0
is(fig_8432.svg,Class) = 1.0
is(fig_8455.svg,Class) = 1.0
is(fig_8459.svg,Class) = 1.0
is(fig_8469.svg,Class) = 1.0
is(fig_8481.svg,Class) = 1.0
is(fig_8504.svg,Class) = 1.0
is(fig_8523.svg,Class) = 1.0
is(fig_8562.svg,Class) = 1.0
is(fig_8567.svg,Class) = 1.0
is(fig_8570.svg,Class) = 1.0
is(fig_8581.svg,Class) = 1.0
is(fig_8582.svg,Class) = 1.0
is(fig_8587.svg,Class) = 1.0
is(fig_8617.svg,Class) = 1.0
is(fig_8635.svg,Class) = 1.0
is(fig_8648.svg,Class) = 1.0
is(fig_8652.svg,Class) = 1.0
is(fig_8672.svg,Class) = 1.0
is(fig_8686.svg,Class) = 1.0
is(fig_8699.svg,Class) = 1.0
is(fig_8705.svg,Class) = 1.0
is(fig_8717.svg,Class) = 1.0
is(fig_8721.svg,Class) = 1.0
is(fig_8769.svg,Class) = 1.0
is(fig_8792.svg,Class) = 1.0
is(fig_8793.svg,Class) = 1.0
is(fig_8812.svg,Class) = 1.0
is(fig_8842.svg,Class) = 1.0
is(fig_8858.svg,Class) = 1.0
is(fig_8860.svg,Class) = 1.0
is(fig_8861.svg,Class) = 1.0
is(fig_8866.svg,Class) = 1.0
is(fig_8898.svg,Class) = 1.0
is(fig_8912.svg,Class) = 1.0
is(fig_8916.svg,Class) = 1.0
is(fig_8931.svg,Class) = 1.0
is(fig_8932.svg,Class) = 1.0
is(fig_8940.svg,Class) = 1.0
is(fig_8951.svg,Class) = 1.0
is(fig_8984.svg,Class) = 1.0
is(fig_9021.svg,Class) = 1.0
is(fig_9036.svg,Class) = 1.0
is(fig_9047.svg,Class) = 1.0
is(fig_9056.svg,Class) = 1.0
is(fig_9058.svg,Class) = 1.0
is(fig_9083.svg,Class) = 1.0
is(fig_9105.svg,Class) = 1.0
is(fig_9118.svg,Class) = 1.0
is(fig_9121.svg,Class) = 1.0
is(fig_9123.svg,Class) = 1.0
is(fig_9138.svg,Class) = 1.0
is(fig_9157.svg,Class) = 1.0
is(fig_9201.svg,Class) = 1.0
is(fig_9236.svg,Class) = 1.0
is(fig_9243.svg,Class) = 1.0
is(fig_9305.svg,Class) = 1.0
is(fig_9309.svg,Class) = 1.0
is(fig_9310.svg,Class) = 1.0
is(fig_9347.svg,Class) = 1.0
is(fig_9366.svg,Class) = 1.0
is(fig_9367.svg,Class) = 1.0
is(fig_9370.svg,Class) = 1.0
is(fig_9372.svg,Class) = 1.0
is(fig_9375.svg,Class) = 1.0
is(fig_9378.svg,Class) = 1.0
is(fig_9385.svg,Class) = 1.0
is(fig_9395.svg,Class) = 1.0
is(fig_9398.svg,Class) = 1.0
is(fig_9414.svg,Class) = 1.0
is(fig_9447.svg,Class) = 1.0
is(fig_9495.svg,Class) = 1.0
is(fig_9498.svg,Class) = 1.0
is(fig_9526.svg,Class) = 1.0
is(fig_9551.svg,Class) = 1.0
is(fig_9590.svg,Class) = 1.0
is(fig_9806.svg,Class) = 1.0
is(fig_9937.svg,Class) = 1.0
is(fig_9941.svg,Class) = 1.0
is(fig_9965.svg,Class) = 1.0
is(fig_9970.svg,Class) = 1.0
is(HAO_0000015,Class) = 1.0
is(HAO_0000016,Class) = 1.0
SubClassOf(HAO_0000016,HAO_0000183,) = 1.0
SubClassOf(HAO_0000016,BFO_0000050_some_HAO_0000015) = 1.0
is(HAO_0000017,Class) = 1.0
SubClassOf(HAO_0000017,HAO_0000016) = 1.0
is(HAO_0000018,Class) = 1.0
SubClassOf(HAO_0000018,HAO_0000016) = 1.0
is(HAO_0000020,Class) = 1.0
SubClassOf(HAO_0000020,HAO_0000016) = 1.0
is(HAO_0000022,Class) = 1.0
SubClassOf(HAO_0000022,HAO_0000016) = 1.0
is(HAO_0000023,Class) = 1.0
SubClassOf(HAO_0000023,HAO_0000016) = 1.0
is(HAO_0000025,Class) = 1.0
SubClassOf(HAO_0000025,HAO_0000016) = 1.0
is(HAO_0000026,Class) = 1.0
SubClassOf(HAO_0000026,HAO_0000016) = 1.0
is(HAO_0000031,Class) = 1.0
SubClassOf(HAO_0000031,HAO_0000016) = 1.0
is(HAO_0000033,Class) = 1.0
SubClassOf(HAO_0000033,HAO_0000016) = 1.0
is(HAO_0000034,Class) = 1.0
SubClassOf(HAO_0000034,HAO_0000016) = 1.0
is(HAO_0000041,Class) = 1.0
SubClassOf(HAO_0000041,HAO_0000054) = 1.0
is(HAO_0000045,Class) = 1.0
is(HAO_0000049,Class) = 1.0
SubClassOf(HAO_0000049,HAO_0000045) = 1.0
is(HAO_0000054,Class) = 1.0
is(HAO_0000061,Class) = 1.0
is(HAO_0000078,Class) = 1.0
SubClassOf(HAO_0000078,HAO_0000375) = 1.0
is(HAO_0000091,Class) = 1.0
SubClassOf(HAO_0000091,HAO_0000041) = 1.0
is(HAO_0000097,Class) = 1.0
is(HAO_0000102,Class) = 1.0
SubClassOf(HAO_0000102,HAO_0000041) = 1.0
is(HAO_0000132,Class) = 1.0
SubClassOf(HAO_0000132,HAO_0000418,) = 1.0
SubClassOf(HAO_0000132,BFO_0000050_some_HAO_0000853) = 1.0
is(HAO_0000135,Class) = 1.0
is(HAO_0000140,Class) = 1.0
SubClassOf(HAO_0000140,HAO_0000901,) = 1.0
SubClassOf(HAO_0000140,BFO_0000050_some_HAO_0000135) = 1.0
is(HAO_0000151,Class) = 1.0
SubClassOf(HAO_0000151,HAO_0000041) = 1.0
is(HAO_0000158,Class) = 1.0
SubClassOf(HAO_0000158,HAO_0000041) = 1.0
is(HAO_0000162,Class) = 1.0
SubClassOf(HAO_0000162,HAO_0000903,) = 1.0
SubClassOf(HAO_0000162,BFO_0000050_some_HAO_0000574) = 1.0
is(HAO_0000166,Class) = 1.0
SubClassOf(HAO_0000166,HAO_0000902,) = 1.0
SubClassOf(HAO_0000166,BFO_0000050_some_HAO_0000987) = 1.0
is(HAO_0000168,Class) = 1.0
SubClassOf(HAO_0000168,HAO_0000041) = 1.0
is(HAO_0000180,Class) = 1.0
SubClassOf(HAO_0000180,HAO_0000041) = 1.0
is(HAO_0000182,Class) = 1.0
SubClassOf(HAO_0000182,HAO_0000041) = 1.0
is(HAO_0000183,Class) = 1.0
SubClassOf(HAO_0000183,HAO_0000929,) = 1.0
SubClassOf(HAO_0000183,BFO_0000050_some_HAO_0000182) = 1.0
is(HAO_0000197,Class) = 1.0
SubClassOf(HAO_0000197,HAO_0000901,) = 1.0
SubClassOf(HAO_0000197,BFO_0000050_some_HAO_0001017) = 1.0
is(HAO_0000203,Class) = 1.0
SubClassOf(HAO_0000203,HAO_0000041) = 1.0
is(HAO_0000214,Class) = 1.0
SubClassOf(HAO_0000214,HAO_0000078,) = 1.0
SubClassOf(HAO_0000214,BFO_0000050_some_HAO_0000324) = 1.0
is(HAO_0000215,Class) = 1.0
SubClassOf(HAO_0000215,HAO_0000903,) = 1.0
SubClassOf(HAO_0000215,BFO_0000050_some_HAO_0000350) = 1.0
is(HAO_0000216,Class) = 1.0
SubClassOf(HAO_0000216,HAO_0000901,) = 1.0
SubClassOf(HAO_0000216,BFO_0000050_some_HAO_0000875) = 1.0
is(HAO_0000228,Class) = 1.0
SubClassOf(HAO_0000228,HAO_0000495,) = 1.0
SubClassOf(HAO_0000228,BFO_0000050_some_HAO_0000494) = 1.0
is(HAO_0000229,Class) = 1.0
is(HAO_0000234,Class) = 1.0
is(HAO_0000242,Class) = 1.0
SubClassOf(HAO_0000242,HAO_0001146) = 1.0
is(HAO_0000257,Class) = 1.0
SubClassOf(HAO_0000257,HAO_0000418,) = 1.0
SubClassOf(HAO_0000257,BFO_0000050_some_HAO_0000566) = 1.0
is(HAO_0000269,Class) = 1.0
SubClassOf(HAO_0000269,HAO_0000418,) = 1.0
SubClassOf(HAO_0000269,BFO_0000050_some_HAO_0000853) = 1.0
is(HAO_0000272,Class) = 1.0
SubClassOf(HAO_0000272,HAO_0000418,) = 1.0
SubClassOf(HAO_0000272,BFO_0000050_some_HAO_0000604) = 1.0
is(HAO_0000284,Class) = 1.0
SubClassOf(HAO_0000284,HAO_0000041) = 1.0
is(HAO_0000311,Class) = 1.0
SubClassOf(HAO_0000311,HAO_0001313,) = 1.0
SubClassOf(HAO_0000311,BFO_0000050_some_HAO_0000421) = 1.0
is(HAO_0000312,Class) = 1.0
is(HAO_0000313,Class) = 1.0
SubClassOf(HAO_0000313,HAO_0000041) = 1.0
is(HAO_0000324,Class) = 1.0
is(HAO_0000327,Class) = 1.0
SubClassOf(HAO_0000327,HAO_0000495,) = 1.0
SubClassOf(HAO_0000327,BFO_0000050_some_HAO_0000494) = 1.0
is(HAO_0000329,Class) = 1.0
SubClassOf(HAO_0000329,HAO_0001424,) = 1.0
SubClassOf(HAO_0000329,BFO_0000050_some_HAO_0000017) = 1.0
is(HAO_0000338,Class) = 1.0
is(HAO_0000343,Class) = 1.0
SubClassOf(HAO_0000343,HAO_0000041) = 1.0
is(HAO_0000349,Class) = 1.0
is(HAO_0000350,Class) = 1.0
SubClassOf(HAO_0000350,HAO_0001017) = 1.0
is(HAO_0000351,Class) = 1.0
is(HAO_0000362,Class) = 1.0
SubClassOf(HAO_0000362,HAO_0000041) = 1.0
is(HAO_0000369,Class) = 1.0
SubClassOf(HAO_0000369,HAO_0000041) = 1.0
is(HAO_0000371,Class) = 1.0
is(HAO_0000375,Class) = 1.0
SubClassOf(HAO_0000375,HAO_0000041) = 1.0
is(HAO_0000376,Class) = 1.0
is(HAO_0000383,Class) = 1.0
SubClassOf(HAO_0000383,HAO_0000041) = 1.0
is(HAO_0000386,Class) = 1.0
is(HAO_0000389,Class) = 1.0
SubClassOf(HAO_0000389,HAO_0000041) = 1.0
is(HAO_0000395,Class) = 1.0
is(HAO_0000397,Class) = 1.0
is(HAO_0000398,Class) = 1.0
SubClassOf(HAO_0000398,HAO_0000041) = 1.0
is(HAO_0000399,Class) = 1.0
is(HAO_0000402,Class) = 1.0
SubClassOf(HAO_0000402,HAO_0000041) = 1.0
is(HAO_0000415,Class) = 1.0
is(HAO_0000418,Class) = 1.0
