is(www.w3.org/2000/01/-schema#,AnnotationProperty) = 1.0
is(string,Datatype) = 1.0
is(has_marker_component,ObjectProperty) = 1.0
is(BFO_0000050,ObjectProperty) = 1.0
is(RO_0015004,ObjectProperty) = 1.0
is(1004,Class) = 1.0
is(10260,Class) = 1.0
is(10359,Class) = 1.0
is(10473,Class) = 1.0
is(10632,Class) = 1.0
is(10639,Class) = 1.0
is(10646,Class) = 1.0
is(10672,Class) = 1.0
is(11127,Class) = 1.0
is(11185,Class) = 1.0
is(11200,Class) = 1.0
is(11362,Class) = 1.0
is(11529,Class) = 1.0
is(11553,Class) = 1.0
is(11599,Class) = 1.0
is(11639,Class) = 1.0
is(11648,Class) = 1.0
is(11784,Class) = 1.0
is(11892,Class) = 1.0
is(11910,Class) = 1.0
is(11918,Class) = 1.0
is(11922,Class) = 1.0
is(11926,Class) = 1.0
is(11935,Class) = 1.0
is(12029,Class) = 1.0
is(12156,Class) = 1.0
is(12253,Class) = 1.0
is(12276,Class) = 1.0
is(12449,Class) = 1.0
is(12524,Class) = 1.0
is(12556,Class) = 1.0
is(12663,Class) = 1.0
is(12692,Class) = 1.0
is(12729,Class) = 1.0
is(12930,Class) = 1.0
is(130,Class) = 1.0
is(13203,Class) = 1.0
is(13222,Class) = 1.0
is(13253,Class) = 1.0
is(13258,Class) = 1.0
is(13342,Class) = 1.0
is(13432,Class) = 1.0
is(14240,Class) = 1.0
is(14415,Class) = 1.0
is(144,Class) = 1.0
is(14558,Class) = 1.0
is(14864,Class) = 1.0
is(15503,Class) = 1.0
is(15979,Class) = 1.0
is(1607,Class) = 1.0
is(1608,Class) = 1.0
is(1628,Class) = 1.0
is(1631,Class) = 1.0
is(1633,Class) = 1.0
is(1634,Class) = 1.0
is(1635,Class) = 1.0
is(1636,Class) = 1.0
is(1638,Class) = 1.0
is(1639,Class) = 1.0
is(1641,Class) = 1.0
is(1643,Class) = 1.0
is(1645,Class) = 1.0
is(1653,Class) = 1.0
is(1659,Class) = 1.0
is(1662,Class) = 1.0
is(1663,Class) = 1.0
is(16647,Class) = 1.0
is(1667,Class) = 1.0
is(1673,Class) = 1.0
is(1674,Class) = 1.0
is(1675,Class) = 1.0
is(1677,Class) = 1.0
is(1678,Class) = 1.0
is(16830,Class) = 1.0
is(1685,Class) = 1.0
is(1686,Class) = 1.0
is(16892,Class) = 1.0
is(1690,Class) = 1.0
is(1693,Class) = 1.0
is(1694,Class) = 1.0
is(1695,Class) = 1.0
is(1698,Class) = 1.0
is(1699,Class) = 1.0
is(17013,Class) = 1.0
is(1706,Class) = 1.0
is(1707,Class) = 1.0
is(17150,Class) = 1.0
is(17362,Class) = 1.0
is(1748,Class) = 1.0
is(17946,Class) = 1.0
is(18111,Class) = 1.0
is(18504,Class) = 1.0
is(18788,Class) = 1.0
is(19077,Class) = 1.0
is(19129,Class) = 1.0
is(19254,Class) = 1.0
is(19364,Class) = 1.0
is(19383,Class) = 1.0
is(19719,Class) = 1.0
is(20369,Class) = 1.0
is(2064,Class) = 1.0
is(20657,Class) = 1.0
