is(www.w3.org/2000/01/-schema#,AnnotationProperty) = 1.0
is(string,Datatype) = 1.0
is(MP_0000029,Class) = 1.0
is(MP_0000030,Class) = 1.0
is(MP_0000080,Class) = 1.0
is(MP_0000108,Class) = 1.0
SubClassOf(MP_0000108,MP_0008797) = 1.0
is(MP_0000111,Class) = 1.0
SubClassOf(MP_0000111,MP_0021164) = 1.0
is(MP_0000114,Class) = 1.0
SubClassOf(MP_0000114,MP_0030243) = 1.0
is(MP_0000116,Class) = 1.0
SubClassOf(MP_0000116,MP_0002100,) = 1.0
SubClassOf(MP_0000116,MP_0003935) = 1.0
is(MP_0000118,Class) = 1.0
SubClassOf(MP_0000118,MP_0000116) = 1.0
is(MP_0000119,Class) = 1.0
SubClassOf(MP_0000119,MP_0000116) = 1.0
is(MP_0000120,Class) = 1.0
SubClassOf(MP_0000120,MP_0030540) = 1.0
is(MP_0000126,Class) = 1.0
SubClassOf(MP_0000126,MP_0002100) = 1.0
is(MP_0000127,Class) = 1.0
SubClassOf(MP_0000127,MP_0002689) = 1.0
is(MP_0000128,Class) = 1.0
SubClassOf(MP_0000128,MP_0000116) = 1.0
is(MP_0000141,Class) = 1.0
is(MP_0000149,Class) = 1.0
is(MP_0000157,Class) = 1.0
is(MP_0000221,Class) = 1.0
is(MP_0000228,Class) = 1.0
SubClassOf(MP_0000228,MP_0004720) = 1.0
is(MP_0000230,Class) = 1.0
is(MP_0000240,Class) = 1.0
SubClassOf(MP_0000240,MP_0002123) = 1.0
is(MP_0000243,Class) = 1.0
SubClassOf(MP_0000243,MP_0000743) = 1.0
is(MP_0000303,Class) = 1.0
is(MP_0000314,Class) = 1.0
SubClassOf(MP_0000314,MP_0002643) = 1.0
is(MP_0000323,Class) = 1.0
is(MP_0000342,Class) = 1.0
is(MP_0000373,Class) = 1.0
SubClassOf(MP_0000373,MP_0002938) = 1.0
is(MP_0000377,Class) = 1.0
is(MP_0000400,Class) = 1.0
is(MP_0000412,Class) = 1.0
is(MP_0000428,Class) = 1.0
is(MP_0000432,Class) = 1.0
is(MP_0000437,Class) = 1.0
SubClassOf(MP_0000437,MP_0003743) = 1.0
is(MP_0000443,Class) = 1.0
SubClassOf(MP_0000443,MP_0003743) = 1.0
is(MP_0000445,Class) = 1.0
SubClassOf(MP_0000445,MP_0030190) = 1.0
is(MP_0000446,Class) = 1.0
SubClassOf(MP_0000446,MP_0000443) = 1.0
is(MP_0000447,Class) = 1.0
SubClassOf(MP_0000447,MP_0000443) = 1.0
is(MP_0000448,Class) = 1.0
SubClassOf(MP_0000448,MP_0000443) = 1.0
is(MP_0000449,Class) = 1.0
SubClassOf(MP_0000449,MP_0030033) = 1.0
is(MP_0000450,Class) = 1.0
SubClassOf(MP_0000450,MP_0000443) = 1.0
is(MP_0000451,Class) = 1.0
SubClassOf(MP_0000451,MP_0000443) = 1.0
is(MP_0000452,Class) = 1.0
SubClassOf(MP_0000452,MP_0003743) = 1.0
is(MP_0000453,Class) = 1.0
