is(www.w3.org/2000/01/-schema#,AnnotationProperty) = 1.0
is(string,Datatype) = 1.0
is(has_marker_component,ObjectProperty) = 1.0
is(BFO_0000050,ObjectProperty) = 1.0
is(RO_0002131,ObjectProperty) = 1.0
is(RO_0002202,ObjectProperty) = 1.0
is(RO_0015004,ObjectProperty) = 1.0
is(10002,Class) = 1.0
is(10006,Class) = 1.0
is(10008,Class) = 1.0
is(10024,Class) = 1.0
is(10044,Class) = 1.0
is(10249,Class) = 1.0
is(10250,Class) = 1.0
is(10256,Class) = 1.0
is(10257,Class) = 1.0
is(10259,Class) = 1.0
is(10294,Class) = 1.0
is(10327,Class) = 1.0
is(1033,Class) = 1.0
is(1036,Class) = 1.0
is(10449,Class) = 1.0
is(10479,Class) = 1.0
is(10489,Class) = 1.0
is(10492,Class) = 1.0
is(10494,Class) = 1.0
is(10496,Class) = 1.0
is(10498,Class) = 1.0
is(10499,Class) = 1.0
is(10500,Class) = 1.0
is(1050,Class) = 1.0
is(10513,Class) = 1.0
is(10527,Class) = 1.0
is(10575,Class) = 1.0
is(10576,Class) = 1.0
is(10588,Class) = 1.0
is(10593,Class) = 1.0
is(10602,Class) = 1.0
is(10612,Class) = 1.0
is(10617,Class) = 1.0
is(10624,Class) = 1.0
is(10639,Class) = 1.0
is(1063,Class) = 1.0
is(10640,Class) = 1.0
is(10669,Class) = 1.0
is(1067,Class) = 1.0
is(10690,Class) = 1.0
is(10723,Class) = 1.0
is(10725,Class) = 1.0
is(10726,Class) = 1.0
is(10727,Class) = 1.0
is(1072,Class) = 1.0
is(10736,Class) = 1.0
is(1073,Class) = 1.0
is(10773,Class) = 1.0
is(10776,Class) = 1.0
is(1077,Class) = 1.0
is(10799,Class) = 1.0
is(1079,Class) = 1.0
is(10802,Class) = 1.0
is(10854,Class) = 1.0
is(10882,Class) = 1.0
is(10889,Class) = 1.0
is(10910,Class) = 1.0
is(10912,Class) = 1.0
is(10916,Class) = 1.0
is(10919,Class) = 1.0
is(10929,Class) = 1.0
is(10935,Class) = 1.0
is(10937,Class) = 1.0
is(1093,Class) = 1.0
is(10941,Class) = 1.0
is(10970,Class) = 1.0
is(10971,Class) = 1.0
is(10972,Class) = 1.0
is(11005,Class) = 1.0
is(11019,Class) = 1.0
is(11027,Class) = 1.0
is(11035,Class) = 1.0
is(11037,Class) = 1.0
is(11040,Class) = 1.0
is(11045,Class) = 1.0
is(11046,Class) = 1.0
is(11049,Class) = 1.0
is(11050,Class) = 1.0
is(11051,Class) = 1.0
is(11056,Class) = 1.0
is(11059,Class) = 1.0
is(11068,Class) = 1.0
is(11092,Class) = 1.0
is(11127,Class) = 1.0
is(11141,Class) = 1.0
is(11190,Class) = 1.0
is(11191,Class) = 1.0
is(11195,Class) = 1.0
is(1119,Class) = 1.0
is(11200,Class) = 1.0
is(11204,Class) = 1.0
is(11220,Class) = 1.0
is(11241,Class) = 1.0
is(11245,Class) = 1.0
is(11249,Class) = 1.0
is(11255,Class) = 1.0
is(11272,Class) = 1.0
is(11309,Class) = 1.0
