file,classes,properties,combined
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department0_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department10_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department11_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department12_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department13_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department14_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department1_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department2_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department3_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department4_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department5_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department6_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department7_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department8_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University0_www_Department9_University0_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department0_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department10_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department11_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department12_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department13_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department14_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department15_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department16_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department17_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department18_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department19_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department1_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department2_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department3_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department4_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department5_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department6_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department7_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department8_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University10_www_Department9_University10_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department0_University11_edu.owl,13,12,25
/media/nvme7n1/lniederberger/models/GLaMoR/GLaMoR-DataPipeline/data/ont_modules/University11_www_Department10_University11_edu.owl,13,12,25
